"Name","Source","Type Code","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Low","Price High","Confidence","Price Source","URL","Notes","Has Reference"
"Potion of Comprehension","Dungeon Master's Guide (2024)","P|XPHB","Potion","Common","No","109.32","109 gp","87 gp","131 gp","Low","Single source (MSRP)","https://5e.tools/items.html#potion%20of%20comprehension_xdmg","⚠️","True"
"Potion of Controlled Mutation","Monsters of Drakkenheim","P|XPHB","Potion","Uncommon","No","433.31","433 gp","346 gp","519 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20controlled%20mutation_monstersofdrakkenheim","🤖","False"
"Potion of Diminution","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","714.77","714 gp","571 gp","857 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20diminution_xdmg","","True"
"Potion of Dragon's Majesty","Fizban's Treasury of Dragons","P","Potion","Legendary","No","15498.77","15,498 gp","12,399 gp","18,598 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20dragon's%20majesty_ftd","🤖","False"
"Potion of Fire Breath","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","376.98","376 gp","301 gp","452 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20fire%20breath_xdmg","","True"
"Potion of Fire Giant Strength","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","1512.0","1,512 gp","1,209 gp","1,814 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20fire%20giant%20strength_xdmg","","True"
"Potion of Fire Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","598.97","598 gp","479 gp","718 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20fire%20resistance_xdmg","","True"
"Potion of Flying","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","2612.07","2,612 gp","2,089 gp","3,134 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20flying_xdmg","","True"
"Potion of Force Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","598.97","598 gp","479 gp","718 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20force%20resistance_xdmg","","True"
"Potion of Frost Giant Strength","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","1512.0","1,512 gp","1,209 gp","1,814 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20frost%20giant%20strength_xdmg","","True"
"Potion of Gaseous Form","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","1524.82","1,524 gp","1,219 gp","1,829 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20gaseous%20form_xdmg","","True"
"Potion of Giant Size","Storm King's Thunder","P","Potion","Legendary","No","11114.25","11,114 gp","8,891 gp","13,337 gp","Low","Single source (DMPG)","https://5e.tools/items.html#potion%20of%20giant%20size_skt","","True"
"Potion of Greater Healing","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","219.52","219 gp","175 gp","263 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#potion%20of%20greater%20healing_xdmg","","True"
"Potion of Greater Invisibility","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","3044.5","3,044 gp","2,435 gp","3,653 gp","Low","Single source (DSA)","https://5e.tools/items.html#potion%20of%20greater%20invisibility_xdmg","","True"
"Potion of Growth","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","346.09","346 gp","276 gp","415 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20growth_xdmg","","True"
"Potion of Healing","Dungeon Master's Guide (2024)","P|XPHB","Potion","Common","No","64.48","64 gp","51 gp","77 gp","High","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#potion%20of%20healing_xdmg","⚠️","True"
"Potion of Heroism","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","943.42","943 gp","754 gp","1,132 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20heroism_xdmg","","True"
"Potion of Hill Giant Strength","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","187.63","187 gp","150 gp","225 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20hill%20giant%20strength_xdmg","","True"
"Potion of Invisibility","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","1909.65","1,909 gp","1,527 gp","2,291 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20invisibility_xdmg","","True"
"Potion of Invulnerability","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","2918.6","2,918 gp","2,334 gp","3,502 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20invulnerability_xdmg","","True"
"Potion of Lightning Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","485.81","485 gp","388 gp","582 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20lightning%20resistance_xdmg","🤖","False"
"Potion of Longevity","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","5889.77","5,889 gp","4,711 gp","7,067 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20longevity_xdmg","","True"
"Potion of Maximum Power","Explorer's Guide to Wildemount","P","Potion","Rare","No","2151.9","2,151 gp","1,721 gp","2,582 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20maximum%20power_egw","","True"
"Potion of Mind Control (beast)","Tales from the Yawning Portal","P","Potion","Rare","No","1739.02","1,739 gp","1,391 gp","2,086 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20mind%20control%20(beast)_tftyp","","True"
"Potion of Mind Control (humanoid)","Tales from the Yawning Portal","P","Potion","Rare","No","2599.64","2,599 gp","2,079 gp","3,119 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20mind%20control%20(humanoid)_tftyp","","True"
"Potion of Mind Control (monster)","Tales from the Yawning Portal","P","Potion","Very Rare","No","6363.71","6,363 gp","5,090 gp","7,636 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20mind%20control%20(monster)_tftyp","","True"
"Potion of Mind Reading","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","1162.72","1,162 gp","930 gp","1,395 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20mind%20reading_xdmg","","True"
"Potion of Necrotic Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","485.81","485 gp","388 gp","582 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20necrotic%20resistance_xdmg","🤖","False"
"Potion of Poison","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","865.39","865 gp","692 gp","1,038 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20poison_xdmg","","True"
"Potion of Poison Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","598.97","598 gp","479 gp","718 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20poison%20resistance_xdmg","","True"
"Potion of Polychromy","Descent into the Lost Caverns of Tsojcanth","P","Potion","Uncommon","No","625.83","625 gp","500 gp","751 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20polychromy_ditlcot","🤖","False"
"Potion of Possibility","Explorer's Guide to Wildemount","P","Potion","Very Rare","No","2221.6","2,221 gp","1,777 gp","2,665 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20possibility_egw","","True"
"Potion of Psionic Fortitude","Phandelver and Below: The Shattered Obelisk","P","Potion","Uncommon","No","433.31","433 gp","346 gp","519 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20psionic%20fortitude_pabtso","🤖","False"
"Potion of Psychic Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","485.81","485 gp","388 gp","582 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20psychic%20resistance_xdmg","🤖","False"
"Potion of Pugilism","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","350.5","350 gp","280 gp","420 gp","Low","Single source (DSA)","https://5e.tools/items.html#potion%20of%20pugilism_xdmg","","True"
"Potion of Radiant Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","485.81","485 gp","388 gp","582 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20radiant%20resistance_xdmg","🤖","False"
"Potion of Speed","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","2408.66","2,408 gp","1,926 gp","2,890 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20speed_xdmg","","True"
"Potion of Stone Giant Strength","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","7589.5","7,589 gp","6,071 gp","9,107 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20stone%20giant%20strength_xdmg","","True"
"Potion of Storm Giant Strength","Dungeon Master's Guide (2024)","P|XPHB","Potion","Legendary","No","8982.09","8,982 gp","7,185 gp","10,778 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20storm%20giant%20strength_xdmg","","True"
"Potion of Superior Healing","Dungeon Master's Guide (2024)","P|XPHB","Potion","Rare","No","824.84","824 gp","659 gp","989 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#potion%20of%20superior%20healing_xdmg","","True"
"Potion of Supreme Healing","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","1434.84","1,434 gp","1,147 gp","1,721 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20supreme%20healing_xdmg","","True"
"Potion of Thunder Resistance","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","485.81","485 gp","388 gp","582 gp","Low","Algorithm","https://5e.tools/items.html#potion%20of%20thunder%20resistance_xdmg","🤖","False"
"Potion of Vitality","Dungeon Master's Guide (2024)","P|XPHB","Potion","Very Rare","No","2337.62","2,337 gp","1,870 gp","2,805 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#potion%20of%20vitality_xdmg","","True"
"Potion of Watchful Rest","Waterdeep: Dungeon of the Mad Mage","P","Potion","Common","No","133.18","133 gp","106 gp","159 gp","Low","Single source (MSRP)","https://5e.tools/items.html#potion%20of%20watchful%20rest_wdmm","⚠️","True"
"Potion of Water Breathing","Dungeon Master's Guide (2024)","P|XPHB","Potion","Uncommon","No","408.43","408 gp","326 gp","490 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#potion%20of%20water%20breathing_xdmg","","True"
"Potter's Tools","Player's Handbook (2024)","AT|XPHB","Artisan's Tools","Mundane","No","10.0","10 gp","8.0 gp","12 gp","High","Official","https://5e.tools/items.html#potter's%20tools_xphb","","True"
"Pouch","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","0.5","50 cp","40 cp","60 cp","High","Official","https://5e.tools/items.html#pouch_xphb","","True"
"Prehistoric Figurine of Wondrous Power, Carnelian Triceratops","Bigby Presents: Glory of the Giants","","Wondrous Item","Very Rare","No","10747.93","10,747 gp","8,598 gp","12,897 gp","Low","Algorithm","https://5e.tools/items.html#prehistoric%20figurine%20of%20wondrous%20power,%20carnelian%20triceratops_bgg","🤖","False"
"Prehistoric Figurine of Wondrous Power, Jasper Tyrannosaurus Rex","Bigby Presents: Glory of the Giants","","Wondrous Item","Legendary","No","35321.08","35,321 gp","28,256 gp","42,385 gp","Low","Algorithm","https://5e.tools/items.html#prehistoric%20figurine%20of%20wondrous%20power,%20jasper%20tyrannosaurus%20rex_bgg","🤖","False"
"Prehistoric Figurine of Wondrous Power, Kyanite Pteranodon","Bigby Presents: Glory of the Giants","","Wondrous Item","Rare","No","3475.73","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#prehistoric%20figurine%20of%20wondrous%20power,%20kyanite%20pteranodon_bgg","🤖","False"
"Prehistoric Figurine of Wondrous Power, Pyrite Plesiosaurus","Bigby Presents: Glory of the Giants","","Wondrous Item","Uncommon","No","4511.53","4,511 gp","3,609 gp","5,413 gp","Low","Algorithm","https://5e.tools/items.html#prehistoric%20figurine%20of%20wondrous%20power,%20pyrite%20plesiosaurus_bgg","⚠️ 🤖","False"
"Prespra","Forgotten Realms: Adventures in Faerûn","G|XPHB","Adventuring Gear","Mundane","No","300.0","300 gp","240 gp","360 gp","High","Official","https://5e.tools/items.html#prespra_fraif","","True"
"Pressure Capsule","Ghosts of Saltmarsh","","Wondrous Item","Common","No","37.97","37 gp","30 gp","45 gp","Medium","Amalgamated (MSRP,DMPG)","https://5e.tools/items.html#pressure%20capsule_gos","","True"
"Pride Silk","Explorer's Guide to Wildemount","G","Adventuring Gear","Mundane","No","100.0","100 gp","80 gp","120 gp","High","Official","https://5e.tools/items.html#pride%20silk_egw","⚠️","True"
"Pride Silk Outfit","Explorer's Guide to Wildemount","G","Adventuring Gear","Mundane","No","500.0","500 gp","400 gp","600 gp","High","Official","https://5e.tools/items.html#pride%20silk%20outfit_egw","⚠️","True"
"Priest's Pack","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","33.0","33 gp","26 gp","39 gp","High","Official","https://5e.tools/items.html#priest's%20pack_xphb","","True"
"Prismari Primer","Strixhaven: A Curriculum of Chaos","","Wondrous Item","Uncommon","Yes","985.15","985 gp","788 gp","1,182 gp","Low","Algorithm","https://5e.tools/items.html#prismari%20primer_scc","🤖","False"
"Prismari Trinket","Strixhaven: A Curriculum of Chaos","G","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#prismari%20trinket_scc","🤖","False"
"Professor Orb","Waterdeep: Dungeon of the Mad Mage","","Wondrous Item","Rare","No","3948.91","3,948 gp","3,159 gp","4,738 gp","Low","Single source (DMPG)","https://5e.tools/items.html#professor%20orb_wdmm","","True"
"Professor Skant","Icewind Dale: Rime of the Frostmaiden","","Wondrous Item","Rare","No","4154.66","4,154 gp","3,323 gp","4,985 gp","Low","Algorithm","https://5e.tools/items.html#professor%20skant_idrotf","🤖","False"
"Propeller Helm","Waterdeep: Dungeon of the Mad Mage","","Wondrous Item","Uncommon","Yes","770.8","770 gp","616 gp","924 gp","Low","Algorithm","https://5e.tools/items.html#propeller%20helm_wdmm","🤖","False"
"Prospector's Wand","Exploring Eberron (2024)","WD|XDMG","Wand","Uncommon","Yes","6760.29","6,760 gp","5,408 gp","8,112 gp","Low","Algorithm","https://5e.tools/items.html#prospector's%20wand_exploringeberron24","⚠️ 🤖","False"
"Prosthetic Limb","Dungeon Master's Guide (2024)","","Wondrous Item","Common","No","146.13","146 gp","116 gp","175 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#prosthetic%20limb_xdmg","","True"
"Protective Verses","Tasha's Cauldron of Everything","SCF","Spellcasting Focus","Rare","Yes","3655.4","3,655 gp","2,924 gp","4,386 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#protective%20verses_tce","","True"
"Psi Crystal","Icewind Dale: Rime of the Frostmaiden","","Wondrous Item","Uncommon","Yes","717.67","717 gp","574 gp","861 gp","Low","Single source (DMPG)","https://5e.tools/items.html#psi%20crystal_idrotf","","True"
"Psychic Absorbing Tattoo","Tasha's Cauldron of Everything","","Wondrous Item","Very Rare","Yes","12175.28","12,175 gp","9,740 gp","14,610 gp","Low","Algorithm","https://5e.tools/items.html#psychic%20absorbing%20tattoo_tce","🤖","False"
"Psychic Blade","Player's Handbook (2024)","M","Melee Weapon","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#psychic%20blade_xphb","🤖","False"
"Purging Rod","Dungeons of Drakkenheim","RD|DMG","Rod","Uncommon","No","4046.44","4,046 gp","3,237 gp","4,855 gp","Low","Algorithm","https://5e.tools/items.html#purging%20rod_dungeonsdrakkenheim","⚠️ 🤖","False"
"Purple Dragon Knight Trinket","Forgotten Realms: Heroes of Faerûn","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#purple%20dragon%20knight%20trinket_frhof","🤖","False"
"Purple Worm Poison","Dungeon Master's Guide (2024)","G|XPHB","Adventuring Gear","Mundane","No","2000.0","2,000 gp","1,600 gp","2,400 gp","High","Official","https://5e.tools/items.html#purple%20worm%20poison_xdmg","⚠️","True"
"Puzzle Card","The Book of Many Things","","Wondrous Item","Legendary","No","35321.08","35,321 gp","28,256 gp","42,385 gp","Low","Algorithm","https://5e.tools/items.html#puzzle%20card_bmt","🤖","False"
"Pyroconverger","Guildmasters' Guide to Ravnica","","Wondrous Item","Uncommon","Yes","545.08","545 gp","436 gp","654 gp","Low","Single source (DMPG)","https://5e.tools/items.html#pyroconverger_ggr","","True"
"Pyxis of Pandemonium","Mythic Odysseys of Theros","","Wondrous Item","Legendary","No","24454.82","24,454 gp","19,563 gp","29,345 gp","Low","Single source (DMPG)","https://5e.tools/items.html#pyxis%20of%20pandemonium_mot","","True"
"Quaal's Feather Token, Anchor","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","1179.45","1,179 gp","943 gp","1,415 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#quaal's%20feather%20token,%20anchor_xdmg","","True"
"Quaal's Feather Token, Bird","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","No","2637.59","2,637 gp","2,110 gp","3,165 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#quaal's%20feather%20token,%20bird_xdmg","","True"
"Quaal's Feather Token, Fan","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","640.64","640 gp","512 gp","768 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#quaal's%20feather%20token,%20fan_xdmg","","True"
"Quaal's Feather Token, Swan Boat","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","No","1875.14","1,875 gp","1,500 gp","2,250 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#quaal's%20feather%20token,%20swan%20boat_xdmg","","True"
"Quaal's Feather Token, Tree","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","810.64","810 gp","648 gp","972 gp","Medium","Amalgamated (DSA,DMPG)","https://5e.tools/items.html#quaal's%20feather%20token,%20tree_xdmg","","True"
"Quaal's Feather Token, Whip","Dungeon Master's Guide (2024)","","Wondrous Item","Rare","No","1014.51","1,014 gp","811 gp","1,217 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#quaal's%20feather%20token,%20whip_xdmg","","True"
"Quandrix Primer","Strixhaven: A Curriculum of Chaos","","Wondrous Item","Uncommon","Yes","985.15","985 gp","788 gp","1,182 gp","Low","Algorithm","https://5e.tools/items.html#quandrix%20primer_scc","🤖","False"
"Quandrix Trinket","Strixhaven: A Curriculum of Chaos","G","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#quandrix%20trinket_scc","🤖","False"
"Quarterstaff","Player's Handbook (2024)","M|XPHB","Melee Weapon","Mundane","No","0.2","20 cp","16 cp","24 cp","High","Official","https://5e.tools/items.html#quarterstaff_xphb","","True"
"Quarterstaff Armblade","Eberron: Rising from the Last War","M|XPHB","Melee Weapon","Common","Yes","80.96","80 gp","64 gp","97 gp","Low","Algorithm","https://5e.tools/items.html#quarterstaff%20armblade_erlw","","True"
"Quarterstaff of Certain Death","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","No","3847.07","3,847 gp","3,077 gp","4,616 gp","Low","Algorithm","https://5e.tools/items.html#quarterstaff%20of%20certain%20death_egw","","True"
"Quarterstaff of Warning","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","Yes","653.09","653 gp","522 gp","783 gp","Low","Algorithm","https://5e.tools/items.html#quarterstaff%20of%20warning_xdmg","","True"
"Quarterstaff of the Acrobat","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Very Rare","Yes","13874.86","13,874 gp","11,099 gp","16,649 gp","Low","Single source (DSA)","https://5e.tools/items.html#quarterstaff%20of%20the%20acrobat_xdmg","","True"
"Quickstone Boomstick","Frontiers of Eberron: Quickstone","RD|XDMG","Rod","Uncommon","Yes","1147.01","1,147 gp","917 gp","1,376 gp","Low","Algorithm","https://5e.tools/items.html#quickstone%20boomstick_foequickstone","🤖","False"
"Quickstone Whisperer","Frontiers of Eberron: Quickstone","","Wondrous Item","Uncommon","Yes","3869.35","3,869 gp","3,095 gp","4,643 gp","Low","Algorithm","https://5e.tools/items.html#quickstone%20whisperer_foequickstone","⚠️ 🤖","False"
"Quiver","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#quiver_xphb","","True"
"Quiver of Ehlonna","Dungeon Master's Guide (2024)","","Wondrous Item","Uncommon","No","496.56","496 gp","397 gp","595 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#quiver%20of%20ehlonna_xdmg","","True"
"Quiver of Energy","Exploring Eberron (2024)","","Wondrous Item","Uncommon","No","2650.06","2,650 gp","2,120 gp","3,180 gp","Low","Algorithm","https://5e.tools/items.html#quiver%20of%20energy_exploringeberron24","⚠️ 🤖","False"
"Radiance","Candlekeep Mysteries","WD|DMG","Wand","Uncommon","Yes","2065.69","2,065 gp","1,652 gp","2,478 gp","Low","Algorithm","https://5e.tools/items.html#radiance_cm","🤖","False"
"Radiant Absorbing Tattoo","Tasha's Cauldron of Everything","","Wondrous Item","Very Rare","Yes","12175.28","12,175 gp","9,740 gp","14,610 gp","Low","Algorithm","https://5e.tools/items.html#radiant%20absorbing%20tattoo_tce","🤖","False"
"Rain Catcher","Tomb of Annihilation","G","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","High","Official","https://5e.tools/items.html#rain%20catcher_toa","","True"
"Rakdos Guild Signet","Guildmasters' Guide to Ravnica","RG|DMG","Ring","Uncommon","Yes","1399.68","1,399 gp","1,119 gp","1,679 gp","Low","Algorithm","https://5e.tools/items.html#rakdos%20guild%20signet_ggr","🤖","False"
"Rakdos Keyrune","Guildmasters' Guide to Ravnica","","Wondrous Item","Uncommon","Yes","677.67","677 gp","542 gp","813 gp","Low","Single source (DMPG)","https://5e.tools/items.html#rakdos%20keyrune_ggr","","True"
"Rakdos Riteknife","Guildmasters' Guide to Ravnica","M","Melee Weapon","Legendary","Yes","53359.37","53,359 gp","42,687 gp","64,031 gp","Low","Algorithm","https://5e.tools/items.html#rakdos%20riteknife_ggr","🤖","False"
"Rapier","Player's Handbook (2024)","M|XPHB","Melee Weapon","Mundane","No","25.0","25 gp","20 gp","30 gp","High","Official","https://5e.tools/items.html#rapier_xphb","","True"
"Rapier Armblade","Eberron: Rising from the Last War","M|XPHB","Melee Weapon","Common","Yes","84.64","84 gp","67 gp","101 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20armblade_erlw","","True"
"Rapier Between Worlds","Monsters of Drakkenheim","M|XPHB","Melee Weapon","Very Rare","Yes","33603.37","33,603 gp","26,882 gp","40,324 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20between%20worlds_monstersofdrakkenheim","","True"
"Rapier of Certain Death","Explorer's Guide to Wildemount","M|XPHB","Melee Weapon","Rare","No","3947.2","3,947 gp","3,157 gp","4,736 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20certain%20death_egw","","True"
"Rapier of Life Stealing","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Rare","Yes","3500.35","3,500 gp","2,800 gp","4,200 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20life%20stealing_xdmg","","True"
"Rapier of Retribution","Monsters of Drakkenheim","M|XPHB","Melee Weapon","Rare","Yes","4044.85","4,044 gp","3,235 gp","4,853 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20retribution_monstersofdrakkenheim","","True"
"Rapier of Throne's Command","The Book of Many Things","M|XPHB","Melee Weapon","Very Rare","Yes","32432.31","32,432 gp","25,945 gp","38,918 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20throne's%20command_bmt","","True"
"Rapier of Vengeance","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","Yes","350.58","350 gp","280 gp","420 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20vengeance_xdmg","","True"
"Rapier of Warning","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Uncommon","Yes","670.2","670 gp","536 gp","804 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20warning_xdmg","","True"
"Rapier of Wounding","Dungeon Master's Guide (2024)","M|XPHB","Melee Weapon","Rare","Yes","2958.98","2,958 gp","2,367 gp","3,550 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#rapier%20of%20wounding_xdmg","","True"
"Rapier of the Planes","The Book of Many Things","M|XPHB","Melee Weapon","Legendary","Yes","133693.96","133,693 gp","106,955 gp","160,432 gp","Low","Algorithm","https://5e.tools/items.html#rapier%20of%20the%20planes_bmt","","True"
"Rat Tooth Dagger","Monsters of Drakkenheim","M|XPHB","Melee Weapon","Rare","Yes","3238.48","3,238 gp","2,590 gp","3,886 gp","Low","Algorithm","https://5e.tools/items.html#rat%20tooth%20dagger_monstersofdrakkenheim","🤖","False"
"Rations","Player's Handbook (2024)","G|XPHB","Adventuring Gear","Mundane","No","0.5","50 cp","40 cp","60 cp","High","Official","https://5e.tools/items.html#rations_xphb","","True"
"Reaper's Scream","Bigby Presents: Glory of the Giants","M","Melee Weapon","Legendary","Yes","36173.6","36,173 gp","28,938 gp","43,408 gp","Low","Algorithm","https://5e.tools/items.html#reaper's%20scream_bgg","🤖","False"
"Red Chromatic Rose","The Wild Beyond the Witchlight","","Wondrous Item","Rare","No","3580.73","3,580 gp","2,864 gp","4,296 gp","Low","Algorithm","https://5e.tools/items.html#red%20chromatic%20rose_wbtw","🤖","False"
"Red Dragon Mask","The Rise of Tiamat Online Supplement","","Wondrous Item","Legendary","Yes","58970.92","58,970 gp","47,176 gp","70,765 gp","Low","Algorithm","https://5e.tools/items.html#red%20dragon%20mask_rotos","🤖","False"
"Red Dragon Scale Mail","Dungeon Master's Guide (2024)","MA|XPHB","Medium Armor","Very Rare","Yes","13747.92","13,747 gp","10,998 gp","16,497 gp","Medium","Amalgamated (DSA,MSRP)","https://5e.tools/items.html#red%20dragon%20scale%20mail_xdmg","","True"
"Red Wizard Trinket","Forgotten Realms: Heroes of Faerûn","G|XPHB","Adventuring Gear","Mundane","No","1.0","1.0 gp","80 cp","1.2 gp","Low","Algorithm","https://5e.tools/items.html#red%20wizard%20trinket_frhof","🤖","False"
"Refined Delerium Dust","Dungeons of Drakkenheim","","Wondrous Item","Rare","No","3475.73","3,475 gp","2,780 gp","4,170 gp","Low","Algorithm","https://5e.tools/items.html#refined%20delerium%20dust_dungeonsdrakkenheim","🤖","False"
