"Name","Source","Type","Rarity","Attunement","Price","Price band","Price Source","Review flag(s)","Prose","Criteria highlights","5e.tools link"
"Tectonic Gauntlets","The Griffon's Saddlebag: Book One","Wondrous Item","Artifact","Yes","250,000 gp","200,000 gp / 250,000 gp / 300,000 gp","Algorithm","random","This magical set of stone gauntlets imbues your fists with the power of the Elemental Plane of Earth. While wearing the gauntlets, your Unarmed Strike with your fists deal 1d8 Bludgeoning damage instead of the usual Bludgeoning damage (unless it's already higher), and they deal double damage to objects and structures. In addition, these gauntlets have 15 charges and regain 1d10 + 5 expended charges daily at dawn. When you make an Unarmed Strike using your fists, you can expend up to 5 charges to extend your fist's reach by 5 feet for each expended charge. When you hit a target with an Unarmed Strike, you can expend up to 3 charges to deal an extra 1d8 Bludgeoning damage for each charge spent. If you spend any charges in this way, the target must also succeed on a DC 18 Strength saving throw or be pushed 5 feet away from you. You can expend 1 or more charges to cast one of the following spells (save DC 18) from them: Earthquake (8 charges), Move Earth (6 charges), Shatter (2 charges), Spike Growth (2 charges, with stone projections), or Wall of Stone (5 charges). As a Magic action, you can cause rocks to envelop and protect your body. For 1 hour, you have Resistance to Bludgeoning, Piercing, and Slashing damage, your Speed is halved, and you have Disadvantage on Dexterity checks and Dexterity saving throws. You can end this property early as a Bonus Action. While enveloped in this way, you can burrow through nonmagical, unworked earth and stone using a Burrow Speed of 30 feet. While doing so, you don't disturb the material you move through. If you end this property while burrowed in this way, you're shunted to the nearest unoccupied space and take 1d10 Force damage. Once this property is used, it can't be used again until you finish a Short Rest or Long Rest. These gauntlets are cursed. Your mind and body become sluggish once you attune to the gauntlets. The gauntlets become one with your flesh and prevent you from removing them. Your Speed is reduced by 5 feet, and your Intelligence score is reduced by 4 (to a minimum of 7) while cursed. The curse remains even if the attunement ends but can be undone by any effect that removes a curse such as a Greater Restoration or Remove Curse spell, allowing you to remove the gauntlets and end the curse on you. The gauntlets have the following random properties: The gauntlets can only be destroyed in the depths of the crystalline mines of Durhun on the Elemental Plane of Earth where they were first created.","save_dc 18, extra_damage_avg 4.5, extra_damage_priced_avg 4.5, is_cursed 1, is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#tectonic%20gauntlets_24griffonssaddlebag1"
"The Bloody End (Awakened)","Explorer's Guide to Wildemount","Melee Weapon","Artifact","Yes","340,000 gp","272,000 gp / 340,000 gp / 408,000 gp","Algorithm","random","Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

***Sentience.*** The Bloody End is a sentient lawful evil weapon with an Intelligence of 22, a Wisdom of 18, and a Charisma of 24. It has hearing and darkvision out to a range of 120 feet.

The weapon communicates telepathically with its wielder and can speak, read, and understand Common and Infernal.

***Personality.*** A tyrannical **pit fiend** named Izeelzee lives within The Bloody End. The weapon boisterously pushes its wielder to subjugate others and to never back down from a challenge. If the wielder doesn't demand fealty from others, the weapon is happy to demand it on their behalf.

***Dormant.*** The morningstar grants the following benefits in its dormant state:

- You can speak, read, and write Infernal.
- You gain a +1 bonus to attack and damage rolls made with this magic weapon.
- While holding the morningstar, you can use an action to cast one of the following spells from it (save DC 13): *charm person*, *dominate person*, or *fear*. Once a spell has been cast using the morningstar, that spell can't be cast from it again until the next dawn.
- While holding the morningstar, you have advantage on Charisma (Intimidation) checks.

> ##### Betrayer Artifact Properties
>
>The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information.
>

***Awakened.*** When the morningstar reaches an awakened state, it gains the following properties:

- The weapon's bonus to attack and damage rolls increases to +2.
- The saving throw DC for spells cast from the morningstar increases to 15.
- When you reduce a creature to 0 hit points with an attack using The Bloody End, you can cause the following effect: each creature of your choice within 15 feet of you must succeed on a DC 15 Wisdom saving throw or be frightened of you until the end of your next turn. This property can't be used again until the next dawn.
- When a creature hits you with a melee attack, you can use your reaction to deal 1d6 psychic damage to the attacker.

***Vestige of Divergence.*** *This item is a Vestige of Divergence, see *Vestiges of Divergence* for more information.*","darkvision_feet 120, save_dc 15, weapon_bonus 2, grants_language 1, is_sentient 1, extra_damage_multiplier 1","https://5e.tools/items.html#the%20bloody%20end%20(awakened)_egw"
"The Bloody End (Exalted)","Explorer's Guide to Wildemount","Melee Weapon","Artifact","Yes","452,000 gp","361,600 gp / 452,000 gp / 542,400 gp","Algorithm","family-min","Carrying the power of Bane, this adamantine morningstar sports foot-long spikes and has a jagged blade on its pommel.

***Sentience.*** The Bloody End is a sentient lawful evil weapon with an Intelligence of 22, a Wisdom of 18, and a Charisma of 24. It has hearing and darkvision out to a range of 120 feet.

The weapon communicates telepathically with its wielder and can speak, read, and understand Common and Infernal.

***Personality.*** A tyrannical **pit fiend** named Izeelzee lives within The Bloody End. The weapon boisterously pushes its wielder to subjugate others and to never back down from a challenge. If the wielder doesn't demand fealty from others, the weapon is happy to demand it on their behalf.

***Dormant.*** The morningstar grants the following benefits in its dormant state:

- You can speak, read, and write Infernal.
- You gain a +1 bonus to attack and damage rolls made with this magic weapon.
- While holding the morningstar, you can use an action to cast one of the following spells from it (save DC 13): *charm person*, *dominate person*, or *fear*. Once a spell has been cast using the morningstar, that spell can't be cast from it again until the next dawn.
- While holding the morningstar, you have advantage on Charisma (Intimidation) checks.

> ##### Betrayer Artifact Properties
>
>The Arms of the Betrayers advance in power in the same manner as the Vestiges of Divergence. In its dormant state, each of these artifacts has one minor beneficial property and one minor detrimental property. When the artifact attains an awakened state, it gains an additional minor beneficial property and an additional minor detrimental property. When the item reaches its exalted state, it gains a major beneficial property. See ""Artifact Properties"" in chapter 7 of the Dungeon Master's Guide for more information.
>

***Awakened.*** When the morningstar reaches an awakened state, it gains the following properties:

- The weapon's bonus to attack and damage rolls increases to +2.
- The saving throw DC for spells cast from the morningstar increases to 15.
- When you reduce a creature to 0 hit points with an attack using The Bloody End, you can cause the following effect: each creature of your choice within 15 feet of you must succeed on a DC 15 Wisdom saving throw or be frightened of you until the end of your next turn. This property can't be used again until the next dawn.
- When a creature hits you with a melee attack, you can use your reaction to deal 1d6 psychic damage to the attacker.

***Exalted.*** When the morningstar reaches an exalted state, it gains the following properties:

- The weapon's bonus to attack and damage rolls increases to +3.
- Add *dominate monster* to the list of spells that can be cast from the morningstar.
- The saving throw DC for spells cast from the morningstar, as well as for creatures to avoid being frightened by it, increases to 17.
- When you use your reaction to deal psychic damage to a creature that hits you with a melee attack, the amount of psychic damage increases to 2d6.

***Vestige of Divergence.*** *This item is a Vestige of Divergence, see *Vestiges of Divergence* for more information.*","darkvision_feet 120, save_dc 15, weapon_bonus 3, grants_language 1, is_sentient 1, extra_damage_multiplier 1","https://5e.tools/items.html#the%20bloody%20end%20(exalted)_egw"
"The Codicil of White","Icewind Dale: Rime of the Frostmaiden","Wondrous Item","Unknown Magic","No","289 gp","231 gp / 289 gp / 346 gp","Algorithm","random","The Codicil of White is a tall, thin volume bound in white ermine fur over seasoned boards of white pine and sealed with a clasp and lock of tarnished silver. The book is cold to the touch, and the fur is worn about the edges from use. The twenty-seven pages within are of vellum painted with silver gilt on the outer edges. The whole is sewn to a leather binding with strips of sinews, making it quite durable.

A creature with the codicil in its possession has resistance to cold damage.

The codicil was written by followers of Auril as a primer on her worship. The first page is a title page with the snowflake symbol of Auril on it. The remaining pages describe various priestly rituals and ceremonies in chilling detail. Nestled among these descriptions is a spell that wizards can learn (*frost fingers*), and a poem called ""Rime of the Frostmaiden"" (see appendix E). The poem is an incantation, the power of which can be used to split a glacier (see chapter 6). The poem might have other capabilities, at your discretion","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#the%20codicil%20of%20white_idrotf"
"The Thorn of Kren","Humblewood Tales","Wondrous Item","Artifact","Yes","50,000 gp","40,000 gp / 50,000 gp / 60,000 gp","Algorithm","floor-tripwire","A pitch black thorn that thrums with eldritch power. When you touch the thorn, you must succeed on a 18 Wisdom saving throw or become automatically attuned to the thorn. If becoming attuned to this item causes you to go over your maximum number of attuned items, the GM chooses one of your currently attuned items to instantly unattune in order to make room for the thorn. Handling the thorn with gloves or wrapping it up in a blanket or cloth protects against this effect. While attuned to this item, your senses become heightened and your body becomes more suited for hunting and killing. You have advantage on all Wisdom (Perception) and Wisdom (Survival) checks. Your teeth sharpen and become vicious, granting you a bite attack. Your bite is a natural weapon you can use to make unarmed strikes against creatures within 5 feet of you. On a hit, your bite deals 1d8 piercing damage, and you can use your Strength or Dexterity modifier for its attack and damage rolls. You can use your bonus action on each of your turns to make a bite attack. You gain a +2 bonus to attack and damage rolls you make with unarmed strikes and natural melee weapons while attuned to the thorn. This bonus does not stack with bonuses provided by other magic items. This item has been cursed by the Amaranthine Kren and turns otherwise docile creatures into violent predators. Attuning to this item extends this curse to you. As long as you are cursed, you are driven by an insatiable hunger. You gain the following flaw: ""My hunger is never satiated. I must feast on the flesh of beasts at every opportunity."" For each hour you go without eating fresh meat from a beast, you must succeed on a 13 Wisdom saving throw or fall into an overpowering bloodlust. While in this frenzy, you have disadvantage on all ability checks that don't relate to the hunt for fresh meat. In combat with a beast, you have advantage on all attacks, but all attacks made against you also have advantage. Every hour that you stave off the frenzy adds +1 to the save DC to resist it. After you give in to the frenzy and feed, the DC resets back down to 13. The destruction of the thorn requires a complex ritual to which only ancient orders like the Tenders have access. This strenuous ritual involves placing the thorn at the heart of an Evertree and allowing the tree's natural magics to purify the artifact. Beyond the ritual, only the magic of a wish spell can destroy the thorn of Kren.","weapon_bonus 2, unarmed_strike_bonus 2, is_cursed 1, is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#the%20thorn%20of%20kren_humblewoodtales"
"Theki Root","Explorer's Guide to Wildemount","Adventuring Gear","Mundane","No","3.0 gp","2.4 gp / 3.0 gp / 3.6 gp","Official","random","This thick marsh root tastes bitter but is thought to aid digestive health. When you use an action to consume a dose, you gain advantage on saving throws against the effects of poisonous or toxic substances for 8 hours.","extra_damage_multiplier 1","https://5e.tools/items.html#theki%20root_egw"
"Thermal Cube","Icewind Dale: Rime of the Frostmaiden","Wondrous Item","Common","No","97 gp","77 gp / 97 gp / 116 gp","Single source (DMPG)","random","This 3-inch cube of solid brimstone generates enough dry heat to keep the temperature within 15 feet of it at 95 degrees Fahrenheit (35 degrees Celsius).","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#thermal%20cube_idrotf"
"Throwing Scarab","Exploring Eberron (2024)","Wondrous Item","Uncommon","Yes","909 gp","727 gp / 909 gp / 1,091 gp","Algorithm","random","Bred by the daelkyr Valaara, this bizarre symbiont burrows into the palm of its host, secreting razor-sharp chitin blades that can also be used as throwing weapons. When you attune to the scarab, it fuses with one of your hands, visible only as an iridescent, chitinous growth on your palm.

For every attack you make as part of the Attack action on your turn, you can extrude a shard of razor-sharp chitin from the symbiont into your empty hand, using it for the attack. The shard counts as a magical Simple Melee weapon with which you are proficient. It has the Finesse, Light, and Thrown properties with a normal range of 20 feet and a long range of 60 feet. On a hit, it deals 1d4 Piercing damage and 1d4 Acid damage. The shard dissolves as soon as it hits or misses its target.

***Symbiotic Nature.*** Once you attune to this symbiote, you can't remove it unless you are targeted by a *Remove Curse* spell or similar magic.","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#throwing%20scarab_exploringeberron24"
"Thunderous Flail","The Griffon's Saddlebag: Book One","Melee Weapon","Rare","Yes","7,466 gp","5,973 gp / 7,466 gp / 8,960 gp","Algorithm","random","This Flail has 3 charges and regains 1d3 expended charges daily at dawn. As long as the Flail has at least 1 charge, you deal an extra 1d6 Lightning damage to the first target you hit with it on each of your turns. While holding the weapon, you can expend 1 charge to cast the Thunderwave spell (save DC 15) from the ball of the Flail. Alternatively, if you make a melee attack using the Flail, you can immediately expend 1 charge to cast Thunderwave as a Bonus Action in the direction of the attack's target. The ball of the Flail is attached to its chain with a powerful magnetic connection that can be released at will. The Flail can be used to make special ranged attacks by releasing the ball mid-swing. You're proficient with these attacks, which have a normal range of 20 feet and a long range of 60 feet, use your Strength modifier for their attack rolls and damage rolls, and deal 1d8 Bludgeoning damage on a hit. While the ball is within 60 feet of you, you can magically pull it up to 20 feet toward you as a Bonus Action. It bounces harmlessly off of creatures and other objects in its path. The ball magically reattaches itself to the chain when it enters your space. While the ball is detached, you can still use the Flail to cast Thunderwave. When you do, the spell originates from the ball, affecting creatures in a 10-foot-radius Sphere [Area of Effect] centered on the ball instead of the spell having its normal area of effect.","save_dc 15, extra_damage_avg 3.5, extra_damage_priced_avg 3.5, extra_damage_multiplier 1","https://5e.tools/items.html#thunderous%20flail_24griffonssaddlebag1"
"Tinker's Tools","Player's Handbook (2024)","Artisan's Tools","Mundane","No","50 gp","40 gp / 50 gp / 60 gp","Official","floor-tripwire","- **Ability:** Dexterity
- **Utilize:** Assemble a Tiny item composed of scrap, which falls apart in 1 minute (DC 20)
- **Craft:** *Musket*, *Pistol*, *Bell*, *Bullseye Lantern*, *Flask*, *Hooded Lantern*, *Hunting Trap*, *Lock*, *Manacles*, *Mirror*, *Shovel*, *Signal Whistle*, *Tinderbox*

Artisan's Tools are each focused on crafting items and pursuing a trade. Each type of Artisan's Tools tools requires a separate proficiency.

If you have proficiency with a tool, add your Proficiency Bonus to any ability check you make that uses the tool. If you have proficiency in a skill that's used with that check, you have Advantage on the check too.","save_dc 20, extra_damage_multiplier 1","https://5e.tools/items.html#tinker's%20tools_xphb"
"Tormach's Blessed Double Blade","Grim Hollow: Campaign Guide (2024/Transformed)","Melee Weapon","Common","No","97 gp","78 gp / 97 gp / 117 gp","Algorithm","random","—","extra_damage_multiplier 1","https://5e.tools/items.html#tormach's%20blessed%20double%20blade_grimhollowcg24"
"Tormach's Blessed Steel Jaws","Grim Hollow: Campaign Guide (2024/Transformed)","Melee Weapon","Common","No","102 gp","82 gp / 102 gp / 123 gp","Algorithm","random","Because they have no hands, worgs cannot wield weapons in the same way that most player characters can. However, worgs can wield a specially designed Martial Melee weapon called ""Steel Jaws."" Only Worg can wield Steel Jaws, fitting as they do over a Worg's teeth. A Worg cannot use its Bite trait while it is wielding Steel Jaws.","extra_damage_multiplier 1","https://5e.tools/items.html#tormach's%20blessed%20steel%20jaws_grimhollowcg24"
"Tower Shield","Grim Hollow: Player's Guide (2024)","AdvEq","Mundane","No","200 gp","160 gp / 200 gp / 240 gp","Official","floor-tripwire","This large shield provides more protection than a typical shield. While wielding a Tower Shield, you gain +3 to Armor Class. If you use an action to set the Tower Shield, you have Cover until the start of your next turn. Additionally, your Speed becomes 0 and cannot be increased during that time. To wield a Tower Shield, you must have a Strength of at least 15 and your Speed is reduced by 10 feet while wielding the shield.","armor_strength_req 15, strength_req 15, ac_bonus 3, extra_damage_multiplier 1","https://5e.tools/items.html#tower%20shield_grimhollowpg24"
"Travel Alchemical Kit","Acquisitions Incorporated","Wondrous Item","Uncommon","No","656 gp","525 gp / 656 gp / 788 gp","Single source (MSRP)","random","Also at rank 3, Head Office provides you with a travel alchemical kit—an uncommon magic item containing miniaturized versions of both *alchemist's supplies* and a *poisoner's kit* (glass vials, a mortar and pestle, chemicals, and a glass stirring rod). You gain proficiency with a *poisoner's kit* as part of this upgrade.

You can use this magical kit as long as it is on your person, with no need to draw or stow it. If you are ever searched, finding your travel alchemical kit requires a successful DC 20 Intelligence (Investigation) or Wisdom (Insight) check.","save_dc 20, grants_proficiency 1, is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#travel%20alchemical%20kit_ai"
"Traveler's Clothes","Player's Handbook (2024)","Adventuring Gear","Mundane","No","2.0 gp","1.6 gp / 2.0 gp / 2.4 gp","Official","random","Traveler's Clothes are resilient garments designed for travel in various environments.","extra_damage_multiplier 1","https://5e.tools/items.html#traveler's%20clothes_xphb"
"True Name Musket","The Illrigger Revised","Ranged Weapon","Uncommon","Yes","1,000 gp","800 gp / 1,000 gp / 1,200 gp","Algorithm","floor-tripwire","—","is_firearm 1, extra_damage_multiplier 1","https://5e.tools/items.html#true%20name%20musket_illriggerrevised"
"Tulkhan's Map","Call from the Deep","Other","Unknown","No","1.0 gp","80 cp / 1.0 gp / 1.2 gp","Algorithm","random","A faithful map of the Nelanthers which gives characters advantage on checks made to navigate and avoid hazards while in a ship near the islands. The map once belonged Tulkhan.","extra_damage_multiplier 1","https://5e.tools/items.html#tulkhan's%20map_callfromthedeep"
"Ulcrun","Forgotten Realms: Adventures in Faerûn","Adventuring Gear","Mundane","No","1,000 gp","800 gp / 1,000 gp / 1,200 gp","Official","floor-tripwire","A creature subjected to Ulcrun must succeed on a DC 15 Constitution saving throw or take 21 (6d6) Poison damage and gain 1 Exhaustion level.","save_dc 15, is_poison 1, extra_damage_multiplier 1","https://5e.tools/items.html#ulcrun_fraif"
"Unknown Elixir","Obojima: Tales from the Tall Grass","Potion","Uncommon","No","8,500 gp","6,800 gp / 8,500 gp / 10,200 gp","Algorithm","battery-parity","This bizarre blend of flavors reminds you of freshly cut grass, petroleum jelly, and honey. When consumed, it sits in your stomach like a rock and slowly swells in power. You gain the ability to cast one random spell of 6th level or lower, without expending a spell slot. This spell uses a save DC of 17 and a spell attack bonus of +9. The effects of this potion last until the spell is cast. This doesn't count against the number of potions you can have affecting your body at once. {@style 49|SneakerProMedium}","save_dc 17, spell_battery_max_level 6, extra_damage_multiplier 1","https://5e.tools/items.html#unknown%20elixir_obojimatallgrass"
"Unsigned Infernal Contract","Where Evil Lives: The MCDM Book of Boss Battles","Adventuring Gear","Unknown Magic","No","289 gp","231 gp / 289 gp / 346 gp","Algorithm","random","The archdevil who created Shadowkeep for Count Rhodar von Glauer wrote up another contract on human skin that Rhodar hasn't signed. The contract is written in Infernal. When you sign this contract using your blood as ink, you lose all levels in your current classes and have the option of gaining levels equal to your character level in any combination of the illrigger, paladin, and warlock classes. Additionally, you can reassign your six ability scores. You are bound by the contract until the archdevil dies or the contract is broken by a wish spell. The contract can only be signed by one creature.","extra_damage_multiplier 1","https://5e.tools/items.html#unsigned%20infernal%20contract_whereevillives"
"Vanisher Hat","Tome of Beasts 1 (2023 Edition)","Wondrous Item","Uncommon","Yes","3,885 gp","3,108 gp / 3,885 gp / 4,662 gp","Algorithm","ml-variance","This plain hat appears to be a rough burlap tam. A creature that can see through illusions sees the hat as a golden, bejeweled coronet. While wearing this hat, you can use an action to speak its command word to become invisible and gain a flying speed of 40 feet for up to 1 minute. Anything you are wearing or carrying is invisible with you. You remain invisible and capable of flying until you repeat the command word as an action or until you attack or cast a spell. Once used, the hat can't be used again until the next dawn.","is_wondrous 1, extra_damage_multiplier 1, flight_limited 1, invisibility_atwill 1","https://5e.tools/items.html#vanisher%20hat_tob1-2023"
"Verminshroud (Awakened)","Explorer's Guide to Wildemount","Wondrous Item","Legendary","Yes","54,167 gp","43,334 gp / 54,167 gp / 65,001 gp","Algorithm","random","This patchy cloak was pieced together from the pelts of rats found feasting on the dead in Blightshore and is dotted with the bloated corpses of magically preserved insects along its seams.

***Dormant.*** While wearing the Verminshroud in its dormant state, you gain the following benefits:

- You have advantage on Wisdom (Perception) checks that rely on smell, you are immune to disease, and you have darkvision out to a range of 60 feet. If you already have darkvision, wearing the cloak increases the range of your darkvision by 60 feet.
- As an action, you can use the Verminshroud to cast *polymorph* on yourself, transforming into a **giant rat** or **rat** while retaining your Intelligence, Wisdom, and Charisma scores, as well as the properties of the cloak. This property can't be used again until the next dawn.

***Awakened.*** While wearing the Verminshroud in its awakened state, you gain the following benefits:

- You have resistance to poison damage.
- You can use an action to cast the *insect plague* spell (save DC 15) from the Verminshroud, requiring no material components. This property can't be used again until the next dawn.
- When you cast the *polymorph* spell using the Verminshroud, you can transform into a **giant wasp**.

***Vestige of Divergence.*** *This item is a Vestige of Divergence, see *Vestiges of Divergence* for more information.*","darkvision_feet 60, save_dc 15, is_wondrous 1, extra_damage_multiplier 1, immune_to_disease 1","https://5e.tools/items.html#verminshroud%20(awakened)_egw"
"Vicious +1 Claymore","Acquisitions Incorporated","Melee Weapon","Uncommon","No","622 gp","498 gp / 622 gp / 747 gp","Amalgamated (DSA,MSRP,DMPG)","random","*The *base item* can be found in Grim Hollow: Player’s Guide (2024), page 128.*

You have a +1 bonus to attack and damage rolls made with this weapon.

When you roll a 20 with this magic weapon, the target takes an extra 7 slashing damage.

*Note: According to the SRD, it is an extra 2d6 slashing damage, although [https://rpg.stackexchange.com/a/174522/53884](this is incorrect).*

***Heavy.*** You have Disadvantage on attack rolls with a Heavy weapon if it's a Melee weapon and your Strength score isn't at least 13 or if it's a Ranged weapon and your Dexterity score isn't at least 13.

***Two-Handed.*** A Two-Handed weapon requires two hands when you attack with it.

***Mastery: Brutal.*** A Brutal weapon is designed for maximum damage. Brutal weapons score Critical Hits on a natural roll of 19 or 20. If your Critical Range is already increased, instead increase it by 1 point (such as from 19-20 to 18-20).

When you score a Critical Hit with a Brutal weapon against a creature, the weapon deals one additional die of damage.","extra_damage_avg 7, extra_damage_priced_avg 7, weapon_bonus 1, extra_damage_multiplier 1","https://5e.tools/items.html#vicious%20+1%20claymore_ai"
"Vicious +1 War Pick","Acquisitions Incorporated","Melee Weapon","Uncommon","No","622 gp","498 gp / 622 gp / 747 gp","Amalgamated (DSA,MSRP,DMPG)","random","You have a +1 bonus to attack and damage rolls made with this weapon.

When you roll a 20 with this magic weapon, the target takes an extra 7 piercing damage.

*Note: According to the SRD, it is an extra 2d6 piercing damage, although [https://rpg.stackexchange.com/a/174522/53884](this is incorrect).*

***Versatile.*** A Versatile weapon can be used with one or two hands. A damage value in parentheses appears with the property. The weapon deals that damage when used with two hands to make a melee attack.

***Mastery: Sap.*** If you hit a creature with this weapon, that creature has Disadvantage on its next attack roll before the start of your next turn.","extra_damage_avg 7, extra_damage_priced_avg 7, weapon_bonus 1, extra_damage_multiplier 1","https://5e.tools/items.html#vicious%20+1%20war%20pick_ai"
"Vola'khesh","Exploring Eberron (2024)","Wondrous Item","Common","No","118 gp","95 gp / 118 gp / 142 gp","Algorithm","random","This small carved stone is typically bound to a leather strap worn around the wrist or neck. Designed by the Dhakaani duur'kala, the Vola'khesh facilitates communication between elite units. They are created in linked sets; up to ten stones can be bound together, and once established, this link cannot be changed. At present, the Vola'khesh are only used by the Kech Dhakaan and are unknown to the people of the Five Nations. If the enchantments were replicated, these tools could be put into use by spies and law enforcement agencies of the Five Nations.

While wearing a Vola'khesh, you can take a Bonus Action to whisper a message. This message is heard by all creatures within 120 feet wearing a linked Vola'khesh. Magical silence, 1 foot of stone, 1 inch of common metal, or 3 feet of wood will block this effect, but the magic doesn't have to follow a straight line and can travel freely around corners or through openings.

> ##### Kra'uul: Dreambound Items
>
>The chot'uul monks, who guard the dreams of Dhakaan, craft objects that are drawn to Dal Quor with a dreamer. When you dream, your Kra'uul objects accompany you. The physical object remains with your body in Eberron, but the idea of it travels with you and you can use it while exploring Dal Quor.
>
>Any Kra'uul made of an otherwise-mundane object is a Common magic item. Kra'uul made of other magic items are the same rarity as the standard version. While the techniques of crafting Kra'uul objects are known only to the chot'uul, the DM can introduce other dreambound objects. A cursed sword might follow its bearer even into dreams, while a powerful Artifact could be even more glorious when seen in Dal Quor.
>","is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#vola'khesh_exploringeberron24"
"Volcanic Boots","The Griffon's Saddlebag: Book One","Wondrous Item","Rare","Yes","12,070 gp","9,656 gp / 12,070 gp / 14,484 gp","Algorithm","ml-variance","These heavy volcanic stones rearrange themselves to better fit your feet once you've attuned to them. Despite their appearance, the boots are comfortably light and warm. While wearing the boots, you have Resistance to Fire damage. The boots have 10 charges and regain 1d6 + 4 expended charges daily at dawn. When you walk at least 5 feet on solid ground while wearing the boots, you can expend 1 or more charges as part of that movement. Choose an unoccupied space you just walked through for each expended charge. The ground and air in a 5-foot Cube [Area of Effect] within the chosen space or spaces become volcanic and impossibly hot for 1 minute. Any creature other than you that enters one of these Cube [Area of Effect] or starts its turn there must succeed on a DC 15 Dexterity saving throw or take 2d6 Fire damage. The Cube [Area of Effect] return to normal if you have the Unconscious condition or end the effect early as a Bonus Action.","save_dc 15, is_wondrous 1, extra_damage_multiplier 1","https://5e.tools/items.html#volcanic%20boots_24griffonssaddlebag1"
"Wand of Orcus","Dungeon Master's Guide (2024)","Wand","Artifact","Yes","985,000 gp","788,000 gp / 985,000 gp / 1,182,000 gp","Algorithm","family-min","Crafted and wielded by **Orcus**, this ghastly wand slips from the demon lord's grasp from time to time. When it does, it magically appears wherever the demon lord senses an opportunity to achieve some fell goal.

The wand is topped with a skull that once belonged to a human hero slain by Orcus. The wand can magically change in size to better conform to the grip of its user. All Holy Water within 10 feet of the wand is destroyed.

Any creature besides Orcus that tries to attune to the wand makes a DC 17 Constitution saving throw. On a successful save, the creature takes 10d6 Necrotic damage. On a failed save, the creature dies and, if it is a Humanoid, turns into a **Zombie**.

***Magic Weapon.*** You can wield the wand as a magic *Mace* that grants a +3 bonus to attack rolls and damage rolls made with it. The wand deals an extra 2d12 Necrotic damage on a hit.

***Random Properties.*** The Wand of Orcus has the following random properties:

- 2 minor beneficial properties
- 1 major beneficial property
- 2 minor detrimental properties
- 1 major detrimental property

The detrimental properties of the Wand of Orcus are suppressed while the wand is attuned to Orcus.

***Protection.*** You gain a +3 bonus to Armor Class while holding the wand.

***Spells.*** The wand has 7 charges and regains 1d4 + 3 expended charges daily at dawn. While holding the wand, you can cast one of the spells on the following table from it (save DC 18). The table indicates how many charges you must expend to cast the spell.

| Spell             | Charge Cost |
| -|: --:|
| *Animate Dead*    |      1      |
| *Blight*          |      2      |
| *Circle of Death* |      3      |
| *Finger of Death* |      3      |
| *Power Word Kill* |      4      |
| *Speak with Dead* |      1      |

While attuned to the wand, Orcus or a follower blessed by him can cast each of the wand's spells using 2 fewer charges (minimum of 0).

***Call Undead.*** While holding the wand, you can take a Magic action to conjure 15 **Skeletons** and 15 **Zombies**. These Undead magically rise up from the ground or otherwise form in unoccupied spaces within 300 feet of you and obey your commands until they are destroyed or until the next dawn, when they collapse into inanimate piles of bones and rotting corpses. Once you use this property, you can't use it again until the next dawn.

While holding the wand, Orcus can summon any kind of Undead, not just skeletons and zombies. These Undead don't perish at dawn the following day, remaining until Orcus dismisses them.

***Sentience.*** The Wand of Orcus is a sentient Chaotic Evil item with an Intelligence of 16, a Wisdom of 12, and a Charisma of 16. It has hearing and Darkvision out to 120 feet.

The wand communicates telepathically with its wielder and speaks Abyssal and Common.

***Personality.*** The wand's purpose is to help satisfy Orcus's desire to slay everything in the multiverse. The wand is cruel, nihilistic, and bereft of humor.

To further Orcus's goals, the wand feigns devotion to its current user and makes grandiose promises that it has no intention of fulfilling, such as vowing to help its user overthrow Orcus.

***Destroying the Wand.*** Destroying the Wand of Orcus requires that it be taken to the Positive Energy Plane by the ancient hero whose skull surmounts it. For this to happen, the long-lost hero must first be restored to life—no easy task, given the fact that Orcus has imprisoned the hero's soul and keeps it hidden and well guarded.

Bathing the wand in positive energy (such as that which permeates the Positive Plane) causes it to crack and explode, but unless the above conditions are met, the wand instantly re-forms on Orcus's layer of the Abyss.","darkvision_feet 120, save_dc 18, extra_damage_avg 13, extra_damage_priced_avg 13, weapon_bonus 3, ac_bonus 3","https://5e.tools/items.html#wand%20of%20orcus_xdmg"
