name,source,old,new,pct,bucket,evidence
Handaxe Time Splitter (rare),Heliana's Guide to Monster Hunting,10242.19,4598.54,55.1,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Iron Ring,"Flee, Mortals! The MCDM Monster Book",2820.87,4372.36,55.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Bracelet of Knowledge,The Griffon's Saddlebag: Book One,34842.66,15723.77,54.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Direstone Runic Wand,The Griffon's Saddlebag: Book Two,12945.94,5847.25,54.83,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fife of Dragonsong,The Griffon's Saddlebag: Book One,7604.12,3450.06,54.63,intended-913/q7b,family-min weapon_bonus=1 type=R
+1 True Name Repeater Needler,The Illrigger Revised,129.42,200.0,54.54,intended-913/q7b,family-min weapon_bonus=1 type=R
Sling of the Tiny Giant,The Griffon's Saddlebag: Book One,4582.01,2085.69,54.48,intended-913/q7b,family-min weapon_bonus=1 type=R
Zafu of the Wandering Mind,The Griffon's Saddlebag: Book One,9119.19,4151.24,54.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Bracelet of Heavens,The Griffon's Saddlebag: Book One,34473.73,15723.77,54.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Helmsman's Shelter,The Griffon's Saddlebag: Book One,10198.41,4651.91,54.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
"Graz'tchar, the Decadent End",Tal'Dorei Campaign Setting Reborn,137885.77,63042.45,54.28,intended-913/q7b,family-min weapon_bonus=3 type=M
Dark Fathom Armor,The Griffon's Saddlebag: Book One,33353.06,15307.05,54.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Astral Bracelet of Hells,The Griffon's Saddlebag: Book One,34115.2,15723.77,53.91,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Talyard the Great's Wand of Power,The Griffon's Saddlebag: Book One,2678.17,1237.45,53.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Detection Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Finding Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handling Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Healing Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hospitality Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Making Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Passage Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Fungal Symbiosis (very rare),Heliana's Guide to Monster Hunting,9598.89,14723.81,53.39,intended-913/q7b,grenade-control attached_spells={'daily': {'1': ['slow']}}
Scribing Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sentinel Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shadow Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Storm Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warding Dragonmark Reservoir,Exploring Eberron (2024),3739.67,1743.23,53.39,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flamefriend Lantern,Tal'Dorei Campaign Setting Reborn,8535.58,3981.21,53.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Belt of the Hell Hound,The Griffon's Saddlebag: Book Two,5577.79,2602.25,53.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Deathly Diadem,The Griffon's Saddlebag: Book Two,19871.12,9280.61,53.3,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Necronomicon,Cthulhu by Torchlight,3537.91,1654.72,53.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Ice,The Griffon's Saddlebag: Book One,26091.52,12245.56,53.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scepter of Faith,The Griffon's Saddlebag: Book Two,39794.44,18686.02,53.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spire of Conflux (Exalted),Tal'Dorei Campaign Setting Reborn,142860.82,67223.32,52.94,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hypnovulfen Figure,The Crooked Moon,11459.06,5415.47,52.74,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Misdirection,The Griffon's Saddlebag: Book Two,8635.23,4098.25,52.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Deck of Oracles,The Book of Many Things,10278.47,4894.71,52.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Coil Crook,The Griffon's Saddlebag: Book One,2063.28,988.96,52.07,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ring of Veracity,Grim Hollow: Campaign Guide (2024/Transformed),1960.83,940.46,52.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Fell-Rider Chariot,The Griffon's Saddlebag: Book Two,36957.37,56099.06,51.79,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wraps of Dyamak (Awakened),Tal'Dorei Campaign Setting Reborn,17181.35,26061.07,51.68,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Stars,The Griffon's Saddlebag: Book Two,12092.92,5847.25,51.65,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ink's Aide,Frontiers of Eberron: Quickstone,2880.66,1396.05,51.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Deck of Wonder,The Book of Many Things,5677.39,2752.75,51.51,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Windrazor,The Griffon's Saddlebag: Book One,33900.75,51341.28,51.45,intended-913/q7b,family-min weapon_bonus=2 type=M
Toy Riverboat,The Crooked Moon,23363.77,11382.6,51.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Nightstalker's Armor of the Northeastern Wind,The Griffon's Saddlebag: Book Two,10022.69,4885.36,51.26,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Charged Gauntlets,Monsters of Drakkenheim,31085.65,15155.39,51.25,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage's Signet (Hart),The Book of Many Things,22940.78,11204.36,51.16,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sage's Signet (Lion),The Book of Many Things,22940.78,11204.36,51.16,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cauldron of the Vermintoll Coven (Rare),The Crooked Moon,8482.97,4160.76,50.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Purging Rod,Dungeons of Drakkenheim,5165.34,2537.96,50.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rattling Armor,Book of Ebon Tides,10117.19,4979.86,50.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hook of the Tall Man (Legendary),The Crooked Moon,83073.49,125195.92,50.71,intended-913/q7b,family-min weapon_bonus=3 type=M
Heron's Eye Ring,Obojima: Tales from the Tall Grass,9007.99,4449.23,50.61,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Star Razor (Awakened),Tal'Dorei Campaign Setting Reborn,30820.14,46309.66,50.26,intended-913/q7b,family-min weapon_bonus=2 type=M
Documancy Satchel,Acquisitions Incorporated,1500.0,750.0,50.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Greatsword Pneuma Blade (very rare),Heliana's Guide to Monster Hunting,28852.95,14426.48,50.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longsword Pneuma Blade (very rare),Heliana's Guide to Monster Hunting,24802.95,12401.48,50.0,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Planar Rapier,The Griffon's Saddlebag: Book One,28975.77,43464.16,50.0,intended-913/q7b,family-min weapon_bonus=2 type=M
Penitent Pummelers,The Pugilist Class (2024),5389.87,8079.56,49.9,intended-913/q7b,family-min weapon_bonus=1 type=M
Whistle of the Vagrant (Very Rare),The Crooked Moon,23648.98,11855.1,49.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Burnright Brand Hair Dryer,Obojima: Tales from the Tall Grass,10847.5,5461.97,49.65,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand of Dancing,One-Shot Wonders: Holiday Adventure Pack,7329.29,3698.06,49.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragontooth Dagger,The Rise of Tiamat,5676.72,2874.39,49.37,intended-913/q7b,family-min weapon_bonus=1 type=M
Skysail,Tal'Dorei Campaign Setting Reborn,7990.89,4053.12,49.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Planchette of Adela Druskenvald (Rare),The Crooked Moon,9928.96,5067.6,48.96,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ironleaf Plate,The Griffon's Saddlebag: Book One,34002.74,17407.39,48.81,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Couatl Herald's Guard,The Griffon's Saddlebag: Book One,799.34,1189.45,48.8,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Plate Armor of Weightlessness,The Book of Many Things,5846.47,3000.0,48.69,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Silvered Vertebrae Sword,Dungeon Master's Guide (2024),7021.62,3610.53,48.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of Deep Winter,The Griffon's Saddlebag: Book One,22103.77,11382.6,48.5,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Crown of Whirling Comets,The Book of Many Things,27849.35,14348.57,48.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ball of Wild Earth,The Griffon's Saddlebag: Book Two,120.83,179.36,48.44,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tea Weird,The Griffon's Saddlebag: Book Two,120.83,179.36,48.44,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Oceanic Yklwa,Tal'Dorei Campaign Setting Reborn,6785.99,3502.07,48.39,intended-913/q7b,family-min weapon_bonus=1 type=M
Oceanic Light Repeating Crossbow,Tal'Dorei Campaign Setting Reborn,6807.19,3516.56,48.34,intended-913/q7b,family-min weapon_bonus=1 type=R
Vertebrae Sword Armblade,Eberron: Rising from the Last War,5691.47,2941.55,48.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sandstorm Dancer,The Griffon's Saddlebag: Book One,10621.98,5490.95,48.31,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Corpse Slayer Fan,Explorer's Guide to Wildemount,4645.17,2404.1,48.25,intended-913/q7b,family-min weapon_bonus=1 type=M
Earring of Message,Critical Role: Call of the Netherdeep,989.33,513.61,48.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Robes of Beaurêve (rare),Heliana's Guide to Monster Hunting,8483.8,4404.67,48.08,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Couatl Herald's Radiance,The Griffon's Saddlebag: Book One,15443.78,8036.02,47.97,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Vertebrae Sword of Warning,Dungeon Master's Guide (2024),12948.01,6808.04,47.42,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mourningsteel Half Plate,The Griffon's Saddlebag: Book Two,86855.23,45703.3,47.38,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Euryale's Aegis,The Book of Many Things,77222.81,40711.63,47.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Realmswarden Greataxe,The Griffon's Saddlebag: Book Two,84408.47,124298.17,47.26,intended-913/q7b,family-min weapon_bonus=3 type=M
Bellhop Topper,The Griffon's Saddlebag: Book Two,800.53,422.35,47.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Helm of the Sentinel,Exploring Eberron (2024),8928.84,4711.24,47.24,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of Storms,The Griffon's Saddlebag: Book Two,10756.38,5679.0,47.2,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Magician's Judge,Tal'Dorei Campaign Setting Reborn,6972.38,3692.25,47.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wing Crest Shield,Humblewood Campaign Setting,2240.83,1187.21,47.02,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Seeker's Compass,The Griffon's Saddlebag: Book Two,1932.71,1024.88,46.97,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shard Crown (very rare),Heliana's Guide to Monster Hunting,27516.6,14598.42,46.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Book of Ebon Tides,Book of Ebon Tides,29949.32,15907.17,46.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boreal Pendant,The Griffon's Saddlebag: Book One,10334.01,5490.95,46.87,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide of the Brimstone Behemoth (Rare),The Crooked Moon,8160.81,4348.89,46.71,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sword of the Crimson Abbot (Very Rare),The Crooked Moon,28025.18,14990.86,46.51,intended-913/q7b,family-min weapon_bonus=2 type=M
Vertebrae Sword of Throne's Command,The Book of Many Things,38319.98,20508.68,46.48,intended-913/q7b,family-min weapon_bonus=1 type=M
Dusk Dagger (Very Rare),The Griffon's Saddlebag: Book Two,20174.39,10803.55,46.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wind Riders,The Griffon's Saddlebag: Book Two,6544.64,3505.73,46.43,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Cat's Eye,Obojima: Tales from the Tall Grass,77.66,113.59,46.27,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Gold Rings of Might,One-Shot Wonders: Holiday Adventure Pack,28531.13,15434.98,45.9,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Skull Helm,The Book of Many Things,23395.27,12674.1,45.83,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battleaxe of Throne's Command,The Book of Many Things,33404.37,18099.19,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Bellow Flute of Throne's Command,The Book of Many Things,31409.86,17018.8,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Blowgun of Throne's Command,The Book of Many Things,32244.98,17471.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Blunderbuss of Throne's Command,The Book of Many Things,35344.91,19150.35,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Candlemaker's Club of Throne's Command,The Book of Many Things,35005.81,18966.66,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Dandelion Spear of Throne's Command,The Book of Many Things,33743.47,18282.88,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Dimensional Doorknob,Heliana's Guide to Monster Hunting,7189.39,3894.92,45.82,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Double-Bladed Scimitar of Throne's Command,The Book of Many Things,33743.47,18282.88,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Drive Shaft of Throne's Command,The Book of Many Things,36420.63,19733.04,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Field Spear of Throne's Command,The Book of Many Things,31409.86,17018.8,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Flail of Throne's Command,The Book of Many Things,32824.68,17785.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Glaive of Throne's Command,The Book of Many Things,33743.47,18282.88,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Greataxe of Throne's Command,The Book of Many Things,34707.52,18805.08,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Greatsword of Throne's Command,The Book of Many Things,34578.6,18735.25,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Halberd of Throne's Command,The Book of Many Things,33743.47,18282.88,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Hand Crossbow of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Sentira Lens of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Tommybow (2) of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Tommybow (3) of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Tommybow (4) of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Tommybow (5) of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hand Tommybow (6) of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Bayonet of Throne's Command,The Book of Many Things,32244.98,17471.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Heavy Crossbow of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Sentira Lens of Throne's Command,The Book of Many Things,33827.13,18328.19,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Tommybow (2) of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Tommybow (3) of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Tommybow (4) of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Tommybow (5) of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Heavy Tommybow (6) of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Hooked Shortspear of Throne's Command,The Book of Many Things,31989.55,17332.81,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Hoopak of Throne's Command,The Book of Many Things,31989.55,17332.81,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Lance of Throne's Command,The Book of Many Things,33743.47,18282.88,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Lom Lom Dagger of Throne's Command,The Book of Many Things,31409.86,17018.8,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Longbow of Throne's Command,The Book of Many Things,32824.68,17785.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Longsword of Throne's Command,The Book of Many Things,33163.78,17968.87,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Maul of Throne's Command,The Book of Many Things,35005.81,18966.66,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Morningstar of Throne's Command,The Book of Many Things,33404.37,18099.19,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Musket of Throne's Command,The Book of Many Things,35005.81,18966.66,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Nakudama Bubble Rod of Throne's Command,The Book of Many Things,32244.98,17471.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Pike of Throne's Command,The Book of Many Things,34662.26,18780.57,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Pistol of Throne's Command,The Book of Many Things,33163.78,17968.87,45.82,intended-913/q7b,family-min weapon_bonus=1 type=R
Rapier of Throne's Command,The Book of Many Things,32824.68,17785.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Scimitar of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Secret Stone Sword of Throne's Command,The Book of Many Things,31409.86,17018.8,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Shepherd Crook of Throne's Command,The Book of Many Things,32569.24,17646.82,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Shortsword of Throne's Command,The Book of Many Things,31989.55,17332.81,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Steel Jaws of Throne's Command,The Book of Many Things,33659.81,18237.56,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Tapper Sack of Throne's Command,The Book of Many Things,32755.86,17747.91,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Trident of Throne's Command,The Book of Many Things,33404.37,18099.19,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Vaulter's Axe of Throne's Command,The Book of Many Things,34509.78,18697.97,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
War Pick of Throne's Command,The Book of Many Things,32824.68,17785.18,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Warhammer of Throne's Command,The Book of Many Things,33590.99,18200.28,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Whip of Throne's Command,The Book of Many Things,32328.65,17516.49,45.82,intended-913/q7b,family-min weapon_bonus=1 type=M
Sword of the Spelldrinker,The Griffon's Saddlebag: Book One,56504.06,82378.38,45.79,intended-913/q7b,family-min weapon_bonus=3 type=M
Crown of the Wrath Bringer,Bigby Presents: Glory of the Giants,7774.22,4215.5,45.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Staff of the Vineyard,The Griffon's Saddlebag: Book Two,3357.26,1823.15,45.7,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Arcane Mirror,The Griffon's Saddlebag: Book One,28504.84,15521.85,45.55,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lava Crucible,Where Evil Lives: The MCDM Book of Boss Battles,79137.78,43346.22,45.23,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Radiance,Candlekeep Mysteries,2280.8,1249.76,45.21,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Champion's Vertebrae Sword,Monsters of Drakkenheim,7560.51,4149.01,45.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hide of the Brimstone Behemoth (Very Rare),The Crooked Moon,33898.59,18607.54,45.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Festerwood's Light,The Griffon's Saddlebag: Book One,94782.45,52040.63,45.09,intended-913/q7b,family-min weapon_bonus=1 type=M
Star Razor (Exalted),Tal'Dorei Campaign Setting Reborn,56136.39,81417.85,45.04,intended-913/q7b,family-min weapon_bonus=3 type=M
Mage Mashers,The Pugilist Class (2024),27258.84,14990.86,45.01,intended-913/q7b,family-min weapon_bonus=2 type=M
Planchette of Adela Druskenvald (Very Rare),The Crooked Moon,26867.55,14783.01,44.98,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Blunderbuss of the Grinning Sinner (Rare),The Crooked Moon,1511.37,2190.69,44.95,intended-913/q7b,family-min weapon_bonus=1 type=R
Tome of Living Memories (rare),Heliana's Guide to Monster Hunting,6370.62,3508.4,44.93,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hellfire Vertebrae Sword,Baldur's Gate: Descent Into Avernus,7611.72,4206.92,44.73,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Heaven's Edge,The Griffon's Saddlebag: Book Two,60181.0,87064.44,44.67,intended-913/q7b,family-min weapon_bonus=2 type=M
Elixir of Fogwalking,The Crooked Moon,2949.61,1633.73,44.61,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sight of Sin,The Crooked Moon,2949.61,1633.73,44.61,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Green Knight's Vow,The Griffon's Saddlebag: Book Two,26209.43,14537.94,44.53,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Jakarion's Staff of Frost,Curse of Strahd,28947.72,16071.11,44.48,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Vertebrae Sword of Certain Death,Explorer's Guide to Wildemount,38294.49,21270.5,44.46,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tote of Tricky Treat Sugarbombs,The Griffon's Saddlebag: Book One,115.58,166.9,44.4,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Boots of Haste,Tal'Dorei Campaign Setting Reborn,20450.02,11382.6,44.34,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Half Plate of the Blind Martyr,The Griffon's Saddlebag: Book Two,77388.29,43110.71,44.29,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mistral Mantle,Bigby Presents: Glory of the Giants,20544.52,11477.1,44.14,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Pneuma Blade (very rare),Heliana's Guide to Monster Hunting,19295.83,10803.55,44.01,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
