name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price
Shovel of Verdict,GriffonsSaddlebag2,uncommon,M,,class,https://5e.tools/items.html#shovel%20of%20verdict_griffonssaddlebag2,,by a creature of good alignment,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,shovel of verdict,,,,,,none,,,,0.0,0.0,1426.9827586011588,rule+variant,True,0,,rule,Weapon of Verdict,1508.8000000000006,0.11568910657987959,1561.1655172023172,1426.9827586011588
Shovel of Warning,XDMG,uncommon,M,,open,https://5e.tools/items.html#shovel%20of%20warning_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,shovel of warning,,,,,,none,,,,0.0,0.0,731.9973509737058,rule+variant,True,0,,rule,Weapon of Warning,822.0,-0.1338414357363678,788.9947019474117,731.9973509737058
Shovel of Yorgrim (Legendary),CrookedMoon24,legendary,M|XPHB,,open,https://5e.tools/items.html#shovel%20of%20yorgrim%20(legendary)_crookedmoon24,,,3.0,,,,,,,,,,,['necrotic'],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['2H|XPHB', ""TCM'24:FH""]",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,19.0,0.0,,0.0,0,0,False,0.0,shovel of yorgrim legendary,,,,,,none,,,,0.0,0.0,60570.0,rule,False,2,,rule,,,,,
Shovel of Yorgrim (Rare),CrookedMoon24,rare,M|XPHB,,open,https://5e.tools/items.html#shovel%20of%20yorgrim%20(rare)_crookedmoon24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['2H|XPHB', ""TCM'24:FH""]",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,shovel of yorgrim rare,,,,,,none,,,,0.0,0.0,652.5,rule,False,1,,rule,,,,,
Shovel of Yorgrim (Very Rare),CrookedMoon24,very_rare,M|XPHB,,open,https://5e.tools/items.html#shovel%20of%20yorgrim%20(very%20rare)_crookedmoon24,,,2.0,,,,,,,,,,,['necrotic'],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['2H|XPHB', ""TCM'24:FH""]",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,shovel of yorgrim very rare,,,,,,none,,,,0.0,0.0,24570.0,rule,False,2,,rule,,,,,
Shrieking Greaves,BMT,rare,,,open,https://5e.tools/items.html#shrieking%20greaves_bmt,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,True,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['dexterity'],['BROAD'],1,0,0,[],[],,,[],[],False,False,False,False,['the frightened condition'],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,shrieking greaves,,,,,,none,,,,0.0,0.0,3689.55,rule,False,2,,rule,,,,,
Shroud of Ending,HumblewoodTales,artifact,,,open,https://5e.tools/items.html#shroud%20of%20ending_humblewoodtales,,,,,,2.0,2.0,,,,,,,[],['poison'],[],"['poisoned', 'disease']",,[],,dusk,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,True,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,True,[],[],['ability checks'],['saving throws'],False,,0.0,,0.0,0,0,False,0.0,shroud of ending,,,,,,none,,9.0,,0.0,0.0,276678.0,rule,False,3,,rule,,,,,
Shroud of Kairious,TalesFromTheShadows,very_rare,,,none,https://5e.tools/items.html#shroud%20of%20kairious_talesfromtheshadows,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,shroud of kairious,,,,,,none,,,,0.0,0.0,13500.0,rule,False,0,,rule,,,,,
Shtriga Nonna's Pot of Plenty,WhereEvilLives,uncommon,,,none,https://5e.tools/items.html#shtriga%20nonna's%20pot%20of%20plenty_whereevillives,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,0.0,shtriga nonnas pot of plenty,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,
Sibling Purses,ObojimaTallGrass,uncommon,,,none,https://5e.tools/items.html#sibling%20purses_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,True,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sibling purses,,,,,,none,,,,0.0,0.0,5750.0,rule,False,0,,rule,,,,,
Sickle Armblade,ERLW,common,M|XPHB,,class,https://5e.tools/items.html#sickle%20armblade_erlw,,by a warforged,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle armblade,,,,,,none,,,,0.0,0.0,238.1818181818182,rule+variant,True,0,,rule,Armblade,396.3636363636364,0.0,396.3636363636364,238.1818181818182
Sickle Jaw Breakers (rare),HelianasGuidetoMonsterHunting,rare,M,,class,https://5e.tools/items.html#sickle%20jaw%20breakers%20(rare)_helianasguidetomonsterhunting,,optional,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,sickle jaw breakers rare,,,,,,none,,,,4.5,0.0,9700.519530035992,rule+variant,True,2,,rule,Jaw Breakers (rare),9800.0,-0.06767378909116274,9601.039060071982,9700.519530035992
Sickle Jaw Breakers (very rare),HelianasGuidetoMonsterHunting,very_rare,M,,class,https://5e.tools/items.html#sickle%20jaw%20breakers%20(very%20rare)_helianasguidetomonsterhunting,,optional,2.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L'],M,False,,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,sickle jaw breakers very rare,,,,,,none,,,,9.0,0.0,26725.92115418079,rule+variant,True,2,,rule,Jaw Breakers (very rare),27000.0,-0.06767378909116274,26451.84230836158,26725.92115418079
Sickle of Certain Death,EGW,rare,M|XPHB,,none,https://5e.tools/items.html#sickle%20of%20certain%20death_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle of certain death,,,,,,none,,,,0.0,0.0,4330.10301467895,rule+variant,True,0,,rule,Weapon of Certain Death,4978.211009174312,-0.21293123120625895,4660.2060293579,4330.10301467895
Sickle of Showmanship,24GriffonsSaddlebag1,common,M|XPHB,,none,https://5e.tools/items.html#sickle%20of%20showmanship_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle of showmanship,,,,,,none,,,,0.0,0.0,132.30498803082367,rule+variant,True,0,,rule,Weapon of Showmanship,175.8426966292135,-0.21293123120625895,164.60997606164736,132.30498803082367
Sickle of Spite,24GriffonsSaddlebag1,uncommon,M|XPHB,,open,https://5e.tools/items.html#sickle%20of%20spite_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle of spite,,,,,,none,,,,0.0,0.0,369.46581755765646,rule+variant,True,1,,rule,Weapon of Spite,456.5275423728813,-0.3201406500739014,412.68163511531293,369.46581755765646
Sickle of the Sun And Moon,ObojimaTallGrass,rare,M,,open,https://5e.tools/items.html#sickle%20of%20the%20sun%20and%20moon_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle of the sun and moon,,,,,,none,,,,0.0,0.0,3510.405228144721,rule+variant,True,0,,rule,Weapon of the Sun And Moon,3654.2410714285716,-0.21293123120625895,3420.8104562894423,3510.405228144721
Sickle of Warning,XDMG,uncommon,M|XPHB,,open,https://5e.tools/items.html#sickle%20of%20warning_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sickle of warning,,,,,,none,,,,0.0,0.0,722.2455791922682,rule+variant,True,0,,rule,Weapon of Warning,822.0,-0.21293123120625895,769.4911583845366,722.2455791922682
Side-handle Baton Armblade,ERLW,common,M|XPHB,,class,https://5e.tools/items.html#side-handle%20baton%20armblade_erlw,,by a warforged,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5,side-handle baton armblade,,,,,,none,,,,,0.0,1738.1818181818182,rule+variant,True,1,,rule,Armblade,396.3636363636364,0.0,396.3636363636364,1738.1818181818182
Side-handle Baton of Certain Death,EGW,rare,M|XPHB,,none,https://5e.tools/items.html#side-handle%20baton%20of%20certain%20death_egw,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,2.5,side-handle baton of certain death,,,,,,none,,,,,0.0,13705.103014678949,rule+variant,True,1,,rule,Weapon of Certain Death,4978.211009174312,-0.21293123120625895,4660.2060293579,13705.103014678949
Side-handle Baton of Spite,24GriffonsSaddlebag1,uncommon,M|XPHB,,open,https://5e.tools/items.html#side-handle%20baton%20of%20spite_24griffonssaddlebag1,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,side-handle baton of spite,,,,,,none,,,,0.0,0.0,369.46581755765646,rule+variant,True,1,,rule,Weapon of Spite,456.5275423728813,-0.3201406500739014,412.68163511531293,369.46581755765646
Side-handle Baton of the Sun And Moon,ObojimaTallGrass,rare,M|XPHB,,open,https://5e.tools/items.html#side-handle%20baton%20of%20the%20sun%20and%20moon_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,side-handle baton of the sun and moon,,,,,,none,,,,0.0,0.0,3510.405228144721,rule+variant,True,0,,rule,Weapon of the Sun And Moon,3654.2410714285716,-0.21293123120625895,3420.8104562894423,3510.405228144721
Siege Staff,GriffonsSaddlebag2,rare,,,class,https://5e.tools/items.html#siege%20staff_griffonssaddlebag2,,"by a bard, cleric, druid, sorcerer, warlock, or wizard",,,,,,,,,,,,[],[],[],[],,[],10,dawn,{@dice 1d8 + 2},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],['V'],,False,,,3.5,1d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,3.5,siege staff,,,,,,none,,,,,0.0,8664.800000000001,rule,False,1,,rule,,,,,
Sight of Sin,CrookedMoon24,rare,P|XPHB,,none,https://5e.tools/items.html#sight%20of%20sin_crookedmoon24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],P|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],['wisdom (insight)'],[],[],False,,0.0,,0.0,0,0,False,0.0,sight of sin,,,,,,none,,,,0.0,0.0,2000.0,rule,False,0,,rule,,,,,
"Signet Rings of Blindness, Deafness, and Silence",24GriffonsSaddlebag1,rare,RG|XDMG,,none,"https://5e.tools/items.html#signet%20rings%20of%20blindness,%20deafness,%20and%20silence_24griffonssaddlebag1",,,,,,,,,,,,,,[],[],[],[],,[],1,dawn,1,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],RG|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,signet rings of blindness deafness and silence,,,,,,none,,,,0.0,0.0,4500.0,rule,False,0,,rule,,,,,
Signet Rings of the Fey Court,24GriffonsSaddlebag1,very_rare,RG|XDMG,,class,https://5e.tools/items.html#signet%20rings%20of%20the%20fey%20court_24griffonssaddlebag1,,by an Elf or Fey Creature,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],RG|XDMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],['the'],,,[],[],False,False,False,False,"['spells', 'other magical effects until the start of your next turn']",[],[],[],False,,0.0,,0.0,0,0,False,0.0,signet rings of the fey court,,,,,,none,,,,0.0,0.0,11200.0,rule,False,1,,rule,,,,,
Silence of the Drowned,CrookedMoon24,uncommon,P|XPHB,,none,https://5e.tools/items.html#silence%20of%20the%20drowned_crookedmoon24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],P|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,0.0,silence of the drowned,,,,,,none,,,,0.0,0.0,375.0,rule,False,0,,rule,,,,,
Silent Arbalest,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20arbalest_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent arbalest,,,,,,none,,,,0.0,0.0,386.07921948529867,rule+variant,True,1,,rule,Silent Weapon,362.5,0.4336408181204355,409.65843897059733,386.07921948529867
Silent Blackpowder Pistol,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20blackpowder%20pistol_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'L|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent blackpowder pistol,,,,,,none,,,,0.0,0.0,362.5,rule+variant,True,1,,rule,Silent Weapon,362.5,0.0,362.5,362.5
Silent Blackpowder Rifle,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20blackpowder%20rifle_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent blackpowder rifle,,,,,,none,,,,0.0,0.0,381.7787118566233,rule+variant,True,1,,rule,Silent Weapon,362.5,0.35455102265054433,401.0574237132467,381.7787118566233
Silent Blowgun,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20blowgun_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent blowgun,,,,,,none,,,,0.0,0.0,353.8989847426493,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.1581795909397823,345.29796948529867,353.8989847426493
Silent Blunderbuss,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20blunderbuss_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,True,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', 'LD|XPHB', '2H|XPHB', 'GC:VSS-Ren|ValdaGunslinger']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent blunderbuss,,,,,,none,,,,0.0,0.0,384.2943475534637,rule+variant,True,1,,rule,Silent Weapon,362.5,0.40081558719013666,406.0886951069274,384.2943475534637
"Silent Blunderbuss, Hand",ExploringEberron24,uncommon,R|XPHB,,none,"https://5e.tools/items.html#silent%20blunderbuss,%20hand_exploringeberron24",,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'BP|GrimHollowPG24', 'LD|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent blunderbuss hand,,,,,,none,,,,0.0,0.0,362.5,rule+variant,True,1,,rule,Silent Weapon,362.5,0.0,362.5,362.5
Silent Composite Longbow,ExploringEberron24,uncommon,R|XPHB,,none,https://5e.tools/items.html#silent%20composite%20longbow_exploringeberron24,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', 'H|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silent composite longbow,,,,,,none,,,,0.0,0.0,358.1994923713247,rule+variant,True,1,,rule,Silent Weapon,362.5,-0.07908979546989114,353.89898474264936,358.1994923713247
