name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority,generic_parent,variant_base_price,variant_adjustment,variant_price,variant_adjusted_price,ml_price,price_low,price_high,confidence,final_price,pre_anchor_final_price,official_anchor_tier,official_anchor_ratio,official_anchor_delta,is_consumable,is_outlier,is_extreme_outlier
Silvered Trident,XDMG,common,M|XPHB,,none,https://5e.tools/items.html#silvered%20trident_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['T|XPHB', 'V|XPHB']",M|XPHB,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,8.0,0.0,,0.0,0,0,False,0.0,silvered trident,,,,,,none,,,,0.0,0.0,242.2089788115909,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,0.0328252309302988,284.4179576231818,242.2089788115909,263.17368,193.77,290.65,Low,242.2089788115909,242.2089788115909,no_official_price,,0.0,False,False,False
Silvered Umbrella,XDMG,common,M,,none,https://5e.tools/items.html#silvered%20umbrella_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F', 'S']",M,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered umbrella,,,,,,none,,,,0.0,0.0,231.82658747452848,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,-0.2129312312062589,263.65317494905696,231.82658747452848,263.17368,185.46,278.19,Low,231.82658747452848,231.82658747452848,no_official_price,,0.0,False,False,False
Silvered Vaulter's Axe,XDMG,common,M,,none,https://5e.tools/items.html#silvered%20vaulter's%20axe_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['H', 'R', '2H', 'S']",M,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered vaulters axe,,,,,,none,,,,0.0,0.0,248.58043465175024,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,0.1836408181204354,297.1608693035005,248.58043465175024,263.17368,198.86,298.3,Low,248.58043465175024,248.58043465175024,no_official_price,,0.0,False,False,False
Silvered Vertebrae Sword,XDMG,common,M,,none,https://5e.tools/items.html#silvered%20vertebrae%20sword_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['S'],M,False,silvered,,4.5,1d8,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,4.5,silvered vertebrae sword,,,,,,none,,,,,0.0,3610.526418359688,rule+variant,True,2,,rule,Silvered Weapon,281.64444444444445,-0.1253543600094834,271.0528367193765,3610.526418359688,524.2468,2888.42,4332.63,Low,3610.526418359688,3610.526418359688,no_official_price,,0.0,False,True,True
Silvered War Pick,XDMG,common,M|XPHB,,none,https://5e.tools/items.html#silvered%20war%20pick_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered war pick,,,,,,none,,,,0.0,0.0,238.86769858563957,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,-0.0462645645395922,277.73539717127915,238.86769858563957,263.17368,191.09,286.64,Low,238.86769858563957,238.86769858563957,no_official_price,,0.0,False,False,False
Silvered Warhammer,XDMG,common,M|XPHB,,none,https://5e.tools/items.html#silvered%20warhammer_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V|XPHB'],M|XPHB,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered warhammer,,,,,,none,,,,0.0,0.0,243.28463078921624,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,0.058286458110952,286.5692615784325,243.28463078921624,263.17368,194.63,291.94,Low,243.28463078921624,243.28463078921624,no_official_price,,0.0,False,False,False
Silvered Whip,XDMG,common,M|XPHB,,none,https://5e.tools/items.html#silvered%20whip_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'R|XPHB']",M|XPHB,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered whip,,,,,,none,,,,0.0,0.0,233.7811111111111,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,-0.1666666666666666,267.5622222222222,233.7811111111111,263.17368,187.02,280.54,Low,233.7811111111111,233.7811111111111,no_official_price,,0.0,False,False,False
Silvered Wooden Staff,XDMG,common,SCF|XPHB,,none,https://5e.tools/items.html#silvered%20wooden%20staff_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],SCF|XPHB,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,8.0,0.0,,0.0,0,0,False,0.0,silvered wooden staff,,,,,,none,,,,0.0,0.0,385.1678677004798,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,-0.1338414357363678,270.3357354009596,385.1678677004798,279.2246,308.13,462.2,Low,385.1678677004798,385.1678677004798,no_official_price,,0.0,True,False,True
Silvered Yklwa,XDMG,common,M,,none,https://5e.tools/items.html#silvered%20yklwa_xdmg,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['T'],M,False,silvered,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silvered yklwa,,,,,,none,,,,0.0,0.0,240.82222222222225,rule+variant,True,1,,rule,Silvered Weapon,281.64444444444445,0.0,281.64444444444445,240.82222222222225,263.17368,192.66,288.99,Low,240.82222222222225,240.82222222222225,no_official_price,,0.0,False,False,False
Silverquill Primer,SCC,uncommon,,,class,https://5e.tools/items.html#silverquill%20primer_scc,,by a spellcaster,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,silverquill primer,,,,,,none,,,,0.0,0.0,1292.8000000000002,rule,False,0,,rule,,,,,,1085.7654,926.58,1389.87,Low,1158.2274975585938,1158.2274975585938,no_official_price,,0.0,False,False,False
"Silverwind, the Cleansing Breeze",GriffonsSaddlebag2,artifact,M,,none,"https://5e.tools/items.html#silverwind,%20the%20cleansing%20breeze_griffonssaddlebag2",,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['F', 'V']",M,False,silvered,,21.0,3 sources,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,True,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,True,False,[],[],[],[],False,16.0,0.0,,0.0,0,0,False,21.0,silverwind the cleansing breeze,,,,,,none,,,,21.0,0.0,418000.0,rule,False,3,,rule,,,,,,64.89551,334400.0,501600.0,Low,418000.0,418000.0,no_official_price,,0.0,False,False,False
Simic Guild Signet,GGR,uncommon,RG|DMG,,open,https://5e.tools/items.html#simic%20guild%20signet_ggr,,,,,,,,,,,,,,[],[],[],[],,[],3,dawn,{@dice 1d3},{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],[],RG|DMG,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['expeditious retreat'],[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,0.0,simic guild signet,,,,,,none,,,,0.0,0.0,1634.4,rule,False,0,,rule,,,,,,910.9965,931.35,1397.03,Low,1164.187738647461,1164.187738647461,no_official_price,,0.0,False,False,False
Simic Keyrune,GGR,uncommon,,,class,https://5e.tools/items.html#simic%20keyrune_ggr,,by a member of the Simic guild,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,simic keyrune,,,500.0,500.0,DMPG,solo,,,,0.0,0.0,500.0,rule,True,0,,anchor,,,,,,822.3134,554.71,832.07,Low,693.3880493164063,693.3880493164063,no_official_price,,0.0,False,False,False
Simulacrum Elixir,ObojimaTallGrass,rare,P,,none,https://5e.tools/items.html#simulacrum%20elixir_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['Util'],P,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,simulacrum elixir,,,,,,none,,,,0.0,0.0,2000.0,rule,False,0,,rule,,,,,,1463.6499,1321.1,1981.65,Low,1651.3724365234375,1651.3724365234375,no_official_price,,0.0,True,False,False
Singing Stein,24GriffonsSaddlebag1,common,,,none,https://5e.tools/items.html#singing%20stein_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,singing stein,,,,,,none,,,,0.0,0.0,100.0,rule,False,0,,rule,,,,,,129.03487,95.1,142.65,Low,118.87266311645509,118.87266311645509,no_official_price,,0.0,False,False,False
Sir Varion's Helm,GriffonsSaddlebag2,uncommon,,,none,https://5e.tools/items.html#sir%20varion's%20helm_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,minor,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sir varions helm,,,,,,none,,,,0.0,0.0,750.0,rule,False,0,,rule,,,,,,844.4279,649.1,973.65,Low,811.3781463623047,811.3781463623047,no_official_price,,0.0,False,False,False
Sir Varion's Lance,GriffonsSaddlebag2,uncommon,M,,open,https://5e.tools/items.html#sir%20varion's%20lance_griffonssaddlebag2,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['R', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sir varions lance,,,,,,none,,,,0.0,0.0,326.25,rule,False,1,,rule,,,,,,506.70975,354.84,532.26,Low,443.5488357543946,443.5488357543946,no_official_price,,0.0,False,False,False
Sir Varion's Mantle,GriffonsSaddlebag2,uncommon,,,open,https://5e.tools/items.html#sir%20varion's%20mantle_griffonssaddlebag2,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,minor,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],['charisma (persuasion)'],[],[],False,,0.0,,0.0,0,0,False,0.0,sir varions mantle,,,,,,none,,,,0.0,0.0,675.0,rule,False,0,,rule,,,,,,1035.6652,727.55,1091.32,Low,909.4323547363282,909.4323547363282,no_official_price,,0.0,False,False,False
Sir Varion's Shield,GriffonsSaddlebag2,uncommon,S,,open,https://5e.tools/items.html#sir%20varion's%20shield_griffonssaddlebag2,,,,,,1.0,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,True,False,,,major,[],[],S,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sir varions shield,,,,,,none,,1.0,,0.0,0.0,928.125,rule,False,1,,rule,,,,,,1291.6112,931.51,1397.27,Low,1164.391033935547,1164.391033935547,no_official_price,,0.0,False,False,False
Siren Song Lyre,MOT,rare,INS,,open,https://5e.tools/items.html#siren%20song%20lyre_mot,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,True,False,False,,,,,,,,,False,False,False,,,,[],[],INS,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,siren song lyre,,,650.0,650.0,DMPG,solo-outlier,,,,0.0,0.0,3870.0,rule-outlier-detected,True,0,,rule-outlier,,,,,,2344.7158,3096.0,4644.0,Low,3870.0,3870.0,no_official_price,,0.0,False,False,False
Sirensong Silencer,24GriffonsSaddlebag1,uncommon,,,none,https://5e.tools/items.html#sirensong%20silencer_24griffonssaddlebag1,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,['saving throws'],['CATEGORY'],0,1,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sirensong silencer,,,,,,none,,,,0.0,0.0,950.0,rule,False,1,,rule,,,,,,844.4279,705.1,1057.65,Low,881.3781463623047,881.3781463623047,no_official_price,,0.0,False,False,False
Sizzling Serum,GrimHollowCG24,rare,,,none,https://5e.tools/items.html#sizzling%20serum_grimhollowcg24,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sizzling serum,,,,,,none,,,,0.0,0.0,4000.0,rule,False,0,,rule,,,,,,3268.106,2819.42,4229.12,Low,3524.2688720703127,3524.2688720703127,no_official_price,,0.0,False,False,False
Skull Card,BMT,legendary,,,none,https://5e.tools/items.html#skull%20card_bmt,,,,,,,,,,,,,,[],[],[],[],,[],,dawn,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['spirit of death'],[],False,False,False,False,[],[],[],[],False,17.0,0.0,,0.0,0,0,False,0.0,skull card,,,,,,none,,,,0.0,0.0,50200.0,rule,False,0,,rule,,,,,,33610.727,31533.58,47300.37,Low,39416.972265625,39416.972265625,no_official_price,,0.0,False,False,False
Skull Helm,BMT,very_rare,,,open,https://5e.tools/items.html#skull%20helm_bmt,,,,,,,,,,,,,,"['cold', 'necrotic', 'poison']",[],[],[],,[],,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,['spirit of death'],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,skull helm,,,,,,none,,,,0.0,0.0,15840.0,rule,False,1,,rule,,,,,,10642.88,9969.5,14954.25,Low,12461.871923828126,12461.871923828126,no_official_price,,0.0,False,False,False
Sky Anchor,GriffonsSaddlebag2,rare,M,,none,https://5e.tools/items.html#sky%20anchor_griffonssaddlebag2,,,1.0,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,major,[],"['T', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,sky anchor,,,,,,none,,,,0.0,0.0,725.0,rule,False,1,,rule,,,,,,862.47656,651.49,977.23,Low,814.359765625,814.359765625,no_official_price,,0.0,False,False,True
Sky Swimming,ObojimaTallGrass,common,P,,none,https://5e.tools/items.html#sky%20swimming_obojimatallgrass,,,,,,,,,,,,,,[],[],[],[],,[],,,,{'static': {'fly': 15}},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['Whim'],P,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,True,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,sky swimming,,,,,,none,,,,0.0,0.0,550.0,rule,False,1,,rule,,,,,,135.73322,224.58,336.87,Low,280.7265899658203,280.7265899658203,no_official_price,,0.0,True,False,True
Skyblinder Staff,GGR,uncommon,,,open,https://5e.tools/items.html#skyblinder%20staff_ggr,,,1.0,,,,,,,1.0,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,skyblinder staff,,,375.0,375.0,DMPG,solo,2.0,,,0.0,0.0,375.0,rule,True,2,,anchor,,,,,,603.7053,409.78,614.67,Low,512.223193359375,512.223193359375,no_official_price,,0.0,False,False,False
Skyglider Shield,GriffonsSaddlebag2,rare,S,,none,https://5e.tools/items.html#skyglider%20shield_griffonssaddlebag2,,,,,,,,,,,,,,['poison'],[],[],[],,[],3,dawn,3,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,True,False,,,major,[],[],S,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,True,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,skyglider shield,,,,,,none,,,,0.0,0.0,15166.0,rule,False,2,,rule,,,,,,4144.721,6401.74,9602.6,Low,8002.168774414062,8002.168774414062,no_official_price,,0.0,False,False,False
Skylit Greaves,GriffonsSaddlebag2,legendary,,,open,https://5e.tools/items.html#skylit%20greaves_griffonssaddlebag2,,,,,,,,,,,,,,"['lightning', 'thunder']",[],[],[],,[],5,dawn,{@dice 1d4 + 1},{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,major,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,True,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,17.0,0.0,,0.0,0,0,False,0.0,skylit greaves,,,,,,none,,,,0.0,0.0,44746.2,rule,False,2,,rule,,,,,,73963.88,50990.16,76485.23,Low,63737.693828125,63737.693828125,no_official_price,,0.0,False,False,False
Skymetal Shield,DungeonsDrakkenheim,uncommon,S,,open,https://5e.tools/items.html#skymetal%20shield_dungeonsdrakkenheim,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,True,False,,,,[],[],S,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,15.0,0.0,,0.0,0,0,False,0.0,skymetal shield,,,,,,none,,,,0.0,0.0,675.0,rule,False,0,,rule,,,,,,1215.682,821.15,1231.73,Low,1026.4433044433592,1026.4433044433592,no_official_price,,0.0,False,False,False
Skymetal Staff,DungeonsDrakkenheim,rare,M,,open,https://5e.tools/items.html#skymetal%20staff_dungeonsdrakkenheim,,,,,,,,,,,,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,10.5,3d6,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,13.0,0.0,,0.0,0,0,False,10.5,skymetal staff,,,,,,none,,,,,0.0,17775.0,rule,False,1,,rule,,,,,,9538.775,9937.16,14905.74,Low,12421.45400390625,12421.45400390625,no_official_price,,0.0,False,True,True
Skysail,TalDoreiCampaignSettingReborn,rare,M,,open,https://5e.tools/items.html#skysail_taldoreicampaignsettingreborn,,,,,,,,,,,,,,[],[],[],[],,[],,,,{'static': {'fly': 60}},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,True,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,skysail,,,,,,none,,,,0.0,0.0,4500.0,rule,False,1,,rule,,,,,,3919.1409,3297.95,4946.93,Low,4122.441564941406,4122.441564941406,no_official_price,,0.0,False,False,False
Slate Painted Stone,TalesFromTheShadows,uncommon,,,none,https://5e.tools/items.html#slate%20painted%20stone_talesfromtheshadows,,,,,,,,,,,,,,[],[],[],[],,[],1,,,{},False,False,False,False,False,True,False,False,False,,,,,,,,,False,False,False,,,,[],[],,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,False,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,[],[],False,False,False,False,[],[],[],[],False,,0.0,,0.0,0,0,False,0.0,slate painted stone,,,,,,none,,,,0.0,0.0,850.0,rule,False,0,,rule,,,,,,864.5126,687.55,1031.32,Low,859.4331726074219,859.4331726074219,no_official_price,,0.0,False,False,False
