name,source,rarity,type,official_price_gp,req_attune,url,alias,req_attune_class,weapon_bonus,weapon_attack_bonus,weapon_damage_bonus,ac_bonus,saving_throw_bonus,ability_check_bonus,proficiency_bonus_mod,spell_attack_bonus,spell_save_dc_bonus,spell_damage_bonus,bonus_saving_throw_concentration,damage_resistances,damage_immunities,damage_vulnerabilities,condition_immunities,spell_scroll_level,attached_spells,charges,recharge,recharge_amount,speed_mods,grants_language,grants_proficiency,is_sentient,is_cursed,is_tattoo,is_wondrous,is_focus,is_poison,is_firearm,reload,armor_ac,armor_strength_req,vehicle_speed,vehicle_ac,vehicle_hp,vehicle_crew,vehicle_cargo_capacity,is_ammunition,is_shield,stealth_penalty,strength_req,crit_threshold,item_tier,ability_score_mods,weapon_properties,item_type_code,is_generic_variant,material,spell_battery_max_level,extra_damage_avg,extra_damage_dice,extra_damage_condition,extra_damage_condition_detail,extra_damage_multiplier,minor_beneficial,major_beneficial,minor_detrimental,major_detrimental,has_fixed_beneficial,has_fixed_detrimental,moonblade_properties,staff_forgotten_one_beneficial,staff_forgotten_one_detrimental,flight_full,flight_limited,darkvision_feet,truesight,blindsight,tremorsense,teleportation,invisibility_atwill,healing_daily_hp,healing_consumable_avg,healing_permanent_hp,tome_manual_boost,concentration_free,crit_immunity,wish_effect,spell_absorption,stealth_advantage,legendary_resistance,swim_speed,climb_speed,burrow_speed,save_advantage,save_advantage_tiers,save_advantage_broad,save_advantage_category,save_advantage_situational,condition_immunity_prose,language_known,unarmed_strike_bonus,unarmed_strike_damage,spell_casting_abilities,curse_effects,environmental_breathing,water_breathing,immune_to_disease,death_save_advantage,conditional_save_advantage,check_advantage,check_disadvantage,save_disadvantage,is_focus_prose,save_dc,temp_hp_avg,temp_hp_frequency,hp_max_flat,hp_max_per_level,initiative_bonus,initiative_advantage,extra_damage_priced_avg,normalized_name,dsa_price,msrp_price,dmpg_price,amalgamated_price,price_sources,price_confidence,power_score,defensive_score,spell_complexity,interaction_weapon_damage,interaction_flight_invisibility,rule_price,price_source,has_reference_source,criteria_coverage,guide_spread,price_authority
Monster Hunter's Returning Club +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20returning%20club%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters returning club +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Returning Club +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20returning%20club%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['L|XPHB', 'T|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters returning club +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Sabre +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sabre%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters sabre +1,,,,,,none,,,,,0.0,8120.0,rule,False,2,,rule
Monster Hunter's Sabre +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sabre%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters sabre +2,,,,,,none,,,,,0.0,17320.0,rule,False,2,,rule
Monster Hunter's Sabre +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sabre%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['F|XPHB'],M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters sabre +3,,,,,,none,,,,,0.0,79080.0,rule,False,2,,rule
Monster Hunter's Scimitar +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20scimitar%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters scimitar +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Scimitar +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20scimitar%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters scimitar +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Scimitar +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20scimitar%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters scimitar +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Secret Stone Sword +1,MonstersOfDrakkenheim,rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20secret%20stone%20sword%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['L', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters secret stone sword +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Secret Stone Sword +2,MonstersOfDrakkenheim,very_rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20secret%20stone%20sword%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['L', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters secret stone sword +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Secret Stone Sword +3,MonstersOfDrakkenheim,legendary,M,,class,https://5e.tools/items.html#monster%20hunter's%20secret%20stone%20sword%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['L', 'V']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters secret stone sword +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Sheathed Staff +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sheathed%20staff%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['D|GrimHollowPG24'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,8.0,0.0,,0.0,0,0,False,0.0,monster hunters sheathed staff +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Sheathed Staff +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sheathed%20staff%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['D|GrimHollowPG24'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,8.0,0.0,,0.0,0,0,False,0.0,monster hunters sheathed staff +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Sheathed Staff +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sheathed%20staff%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['D|GrimHollowPG24'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,8.0,0.0,,0.0,0,0,False,0.0,monster hunters sheathed staff +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Shepherd Crook +1,MonstersOfDrakkenheim,rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20shepherd%20crook%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shepherd crook +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Shepherd Crook +2,MonstersOfDrakkenheim,very_rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20shepherd%20crook%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shepherd crook +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Shepherd Crook +3,MonstersOfDrakkenheim,legendary,M,,class,https://5e.tools/items.html#monster%20hunter's%20shepherd%20crook%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['R', 'S']",M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shepherd crook +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Shortbow +1,MonstersOfDrakkenheim,rare,R|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortbow%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortbow +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Shortbow +2,MonstersOfDrakkenheim,very_rare,R|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortbow%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortbow +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Shortbow +3,MonstersOfDrakkenheim,legendary,R|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortbow%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['A|XPHB', '2H|XPHB']",R|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortbow +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Shortsword +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortsword%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortsword +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Shortsword +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortsword%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortsword +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Shortsword +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20shortsword%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shortsword +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Shovel +1,MonstersOfDrakkenheim,rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20shovel%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shovel +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Shovel +2,MonstersOfDrakkenheim,very_rare,M,,class,https://5e.tools/items.html#monster%20hunter's%20shovel%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shovel +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Shovel +3,MonstersOfDrakkenheim,legendary,M,,class,https://5e.tools/items.html#monster%20hunter's%20shovel%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['V'],M,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters shovel +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Sickle +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sickle%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters sickle +1,,,,,,none,,,,0.0,0.0,5120.0,rule,False,1,,rule
Monster Hunter's Sickle +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sickle%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters sickle +2,,,,,,none,,,,0.0,0.0,14320.0,rule,False,1,,rule
Monster Hunter's Sickle +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20sickle%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],['L|XPHB'],M|XPHB,False,,,0.0,,,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,0.0,monster hunters sickle +3,,,,,,none,,,,0.0,0.0,46720.0,rule,False,1,,rule
Monster Hunter's Side-handle Baton +1,MonstersOfDrakkenheim,rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20side-handle%20baton%20+1_monstersofdrakkenheim,,by a ranger,,,,,,,,1.0,1.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters side-handle baton +1,,,,,,none,,,,,0.0,8120.0,rule,False,2,,rule
Monster Hunter's Side-handle Baton +2,MonstersOfDrakkenheim,very_rare,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20side-handle%20baton%20+2_monstersofdrakkenheim,,by a ranger,,,,,,,,2.0,2.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters side-handle baton +2,,,,,,none,,,,,0.0,17320.0,rule,False,2,,rule
Monster Hunter's Side-handle Baton +3,MonstersOfDrakkenheim,legendary,M|XPHB,,class,https://5e.tools/items.html#monster%20hunter's%20side-handle%20baton%20+3_monstersofdrakkenheim,,by a ranger,,,,,,,,3.0,3.0,,,[],[],[],[],,[],,,,{},False,False,False,False,False,False,True,False,False,,,,,,,,,False,False,False,,,,[],"['F|XPHB', 'L|XPHB']",M|XPHB,False,,,2.5,1d4,unconditional,,1.0,0,0,0,0,False,False,0.0,0,0,False,False,0,False,False,False,False,False,0,0.0,0,False,True,False,False,False,False,False,False,False,False,[],[],0,0,0,[],[],,,"[""hunter's mark"", ""hunter's mark"", ""hunter's mark""]",[],False,False,False,False,[],[],[],[],True,,0.0,,0.0,0,0,False,2.5,monster hunters side-handle baton +3,,,,,,none,,,,,0.0,79080.0,rule,False,2,,rule
