"Name","Source","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Source","Has Reference"
"Superior Keen Spear","TLotRR","M","Unknown Magic","No","697.81","697 gp","Algorithm","True"
"Superior Keen Trident","TLotRR","M","Unknown Magic","No","701.47","701 gp","Algorithm","True"
"Superior Keen War Pick","TLotRR","M","Unknown Magic","No","719.84","719 gp","Algorithm","True"
"Superior Keen Warhammer","TLotRR","M","Unknown Magic","No","719.84","719 gp","Algorithm","True"
"Superior Keen Whip","TLotRR","M","Unknown Magic","No","697.81","697 gp","Algorithm","True"
"Superior Keen Yklwa","TLotRR","M","Unknown Magic","No","725.0","725 gp","Algorithm","True"
"Superior Reinforced Shield","TLotRR","S","Unknown Magic","No","2250.0","2,250 gp","Algorithm","True"
"Swashbuckler's Boots","MonstersOfDrakkenheim","","Uncommon","No","760.35","760 gp","Algorithm","False"
"Sword Armblade","ERLW","M","Common","class","80.0","80 gp","Algorithm","True"
"Sword Between Worlds","MonstersOfDrakkenheim","M","Very Rare","open","14197.57","14,197 gp","Algorithm","True"
"Sword of Answering","XDMG","M|XPHB","Legendary","open","31440.26","31,440 gp","Amalgamated (DSA,MSRP)","True"
"Sword of Certain Death","EGW","M","Rare","No","3875.32","3,875 gp","Algorithm","True"
"Sword of Kas","XDMG","M|XPHB","Artifact","open","207207.0","207,206 gp","Algorithm","False"
"Sword of Life Stealing","XDMG","GV|XDMG","Rare","open","1435.4","1,435 gp","Single source (DSA)","True"
"Sword of Retribution","MonstersOfDrakkenheim","M","Rare","class","2991.42","2,991 gp","Amalgamated (MSRP,DMPG)","True"
"Sword of Sharpness","XDMG","GV|XDMG","Very Rare","open","5342.93","5,342 gp","Single source (DSA)","True"
"Sword of the Paruns","GGR","M","Very Rare","open","5826.94","5,826 gp","Algorithm","False"
"Sword of the Planes","BMT","GV|DMG","Legendary","open","16501.5","16,501 gp","Algorithm","False"
"Sword of Throne's Command","BMT","M","Very Rare","open","15205.07","15,205 gp","Algorithm","True"
"Sword of Vengeance","XDMG","GV|XDMG","Uncommon","open","644.32","644 gp","Single source (DSA)","True"
"Sword of Warning","XDMG","M","Uncommon","open","652.97","652 gp","Algorithm","True"
"Sword of Wounding","XDMG","GV|XDMG","Rare","open","2036.0","2,035 gp","Single source (DSA)","True"
"Sword of Zariel","BGDIA","M","Artifact","class","149132.0","149,132 gp","Algorithm","False"
"Sylvan Talon","XDMG","GV|XDMG","Common","open","334.27","334 gp","Single source (DSA)","True"
"Sylvan Talon Dagger","XDMG","M|XPHB","Common","open","85.74","85 gp","Algorithm","True"
"Sylvan Talon Rapier","XDMG","M|XPHB","Common","open","96.75","96 gp","Algorithm","True"
"Sylvan Talon Scimitar","XDMG","M|XPHB","Common","open","92.49","92 gp","Algorithm","True"
"Sylvan Talon Shortsword","XDMG","M|XPHB","Common","open","90.0","90 gp","Algorithm","True"
"Sylvan Talon Sickle","XDMG","M|XPHB","Common","open","90.0","90 gp","Algorithm","True"
"Sylvan Talon Spear","XDMG","M|XPHB","Common","open","92.49","92 gp","Algorithm","True"
"Talarith","BAM","","Legendary","class","30539.56","30,539 gp","Algorithm","False"
"Talisman of Pure Good","XDMG","","Legendary","class","62999.48","62,999 gp","Single source (DSA)","True"
"Talisman of the Sphere","XDMG","","Legendary","open","36618.59","36,618 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Talisman of Ultimate Evil","XDMG","","Legendary","open","64561.72","64,561 gp","Single source (DSA)","True"
"Talking Doll","XDMG","","Common","open","99.77","99 gp","Amalgamated (MSRP,DMPG)","True"
"Talking Wand","ExploringEberron24","WD|XDMG","Common","No","175.32","175 gp","Algorithm","False"
"Talon Gloves","MonstersOfDrakkenheim","","Rare","open","4795.77","4,795 gp","Algorithm","False"
"Talons Card","BMT","","Legendary","No","38893.98","38,893 gp","Algorithm","False"
"Tankard of Plenty","HotDQ","OTH","Unknown Magic","No","604.91","604 gp","Algorithm","False"
"Tankard of Sobriety","XDMG","","Common","No","133.1","133 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Tapper Sack Armblade","ERLW","M","Common","class","83.07","83 gp","Algorithm","True"
"Tapper Sack of Certain Death","EGW","M","Rare","No","3915.73","3,915 gp","Algorithm","True"
"Tapper Sack of Throne's Command","BMT","M","Very Rare","open","15404.92","15,404 gp","Algorithm","True"
"Tapper Sack of Warning","XDMG","M","Uncommon","open","659.79","659 gp","Algorithm","True"
"Tasha's Creeping Keelboat","DitLCoT","","Very Rare","open","8672.1","8,672 gp","Algorithm","False"
"Tearulai","WDMM","M","Very Rare","open","25005.39","25,005 gp","Algorithm","False"
"Teeth of Dahlver-Nar","TCE","","Artifact","open","143100.0","143,100 gp","Algorithm","False"
"Teleportation Tablet","CRCotN","","Rare","No","3042.17","3,042 gp","Algorithm","False"
"Teleporter Ring","WDH","RG|DMG","Unknown Magic","No","727.31","727 gp","Algorithm","False"
"Telescopic Transporter","BMT","","Legendary","No","65815.37","65,815 gp","Algorithm","False"
"Tentacle Rod","XDMG","RD|XDMG","Rare","open","4126.56","4,126 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Tentacle Whip","MonstersOfDrakkenheim","M|XPHB","Rare","No","2145.32","2,145 gp","Algorithm","False"
"Thayan Spell Tattoo","FRHoF","","Uncommon","open","785.1","785 gp","Algorithm","False"
"The Bloody End (Awakened)","EGW","M","Artifact","open","50000.0","50,000 gp","Algorithm","False"
"The Bloody End (Dormant)","EGW","M","Artifact","open","50000.0","50,000 gp","Algorithm","False"
"The Bloody End (Exalted)","EGW","M","Artifact","open","50000.0","50,000 gp","Algorithm","False"
"The Codicil of White","IDRotF","","Unknown Magic","No","604.91","604 gp","Algorithm","False"
"The Double-Bladed Scimitar in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","628.39","628 gp","Algorithm","True"
"The Double-Bladed Scimitar out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","39379.22","39,379 gp","Algorithm","True"
"The Greatsword in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","650.89","650 gp","Algorithm","True"
"The Greatsword out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","40789.22","40,789 gp","Algorithm","True"
"The Longsword in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","600.0","600 gp","Algorithm","True"
"The Longsword out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","37600.0","37,600 gp","Algorithm","True"
"The Rapier in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","583.39","583 gp","Algorithm","True"
"The Rapier out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","36559.22","36,559 gp","Algorithm","True"
"The Scimitar in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","577.5","577 gp","Algorithm","True"
"The Scimitar out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","36190.0","36,190 gp","Algorithm","True"
"The Shield of Sacred Flame","DungeonsDrakkenheim","S","Rare","open","14019.18","14,019 gp","Algorithm","False"
"The Shortsword in the Stone","HelianasGuidetoMonsterHunting","M","Uncommon","class","560.89","560 gp","Algorithm","True"
"The Shortsword out the Stone","HelianasGuidetoMonsterHunting","M","Legendary","class","35149.22","35,149 gp","Algorithm","True"
"Thermal Cube","IDRotF","","Common","No","71.5","71 gp","Single source (DMPG)","True"
"Throne Card","BMT","","Legendary","No","38893.98","38,893 gp","Algorithm","False"
"Throwing Scarab","ExploringEberron24","","Uncommon","open","785.1","785 gp","Algorithm","False"
"Thunder Absorbing Tattoo","TCE","","Very Rare","open","11699.43","11,699 gp","Algorithm","False"
"Thunderbuss","BGG","R","Very Rare","No","5560.1","5,560 gp","Algorithm","False"
"Thunderous Greatclub","XDMG","M|XPHB","Very Rare","open","32816.0","32,816 gp","Single source (DSA)","True"
"Thuranni Cloak","ExploringEberron24","","Uncommon","class","595.37","595 gp","Algorithm","False"
"Thurimbar Rod","ExploringEberron24","INS|XPHB","Common","No","250.49","250 gp","Algorithm","False"
"Tidecaller Trident","BMT","M","Very Rare","open","10263.17","10,263 gp","Algorithm","False"
"Time Dilation Medallion","MonstersOfDrakkenheim","","Legendary","No","38998.98","38,998 gp","Algorithm","False"
"Timepiece of Travel","AI","","Very Rare","open","19994.65","19,994 gp","Amalgamated (MSRP,DMPG)","True"
"Tinderstrike","PotA","M","Legendary","open","30555.82","30,555 gp","Algorithm","False"
"Tome of Clear Thought","XDMG","","Very Rare","No","32165.54","32,165 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Tome of Leadership and Influence","XDMG","","Very Rare","No","32165.54","32,165 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Tome of the Dragon","FRAiF","","Legendary","No","38893.98","38,893 gp","Algorithm","False"
"Tome of the Stilled Tongue","XDMG","SCF|XPHB","Legendary","class","42263.15","42,263 gp","Amalgamated (DSA,DMPG)","True"
"Tome of Understanding","XDMG","","Very Rare","No","32165.54","32,165 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Tongueworm","ExploringEberron24","","Uncommon","open","785.1","785 gp","Algorithm","False"
"Topaz Annihilator","FTD","R","Legendary","open","48995.27","48,995 gp","Algorithm","False"
"Travel Alchemical Kit","AI","","Uncommon","No","492.28","492 gp","Single source (MSRP)","True"
"Trident Armblade","ERLW","M|XPHB","Common","class","88.32","88 gp","Algorithm","True"
"Trident Jaw Breakers (rare)","HelianasGuidetoMonsterHunting","M","Rare","class","562.58","562 gp","Algorithm","True"
"Trident Jaw Breakers (very rare)","HelianasGuidetoMonsterHunting","M","Very Rare","class","2638.3","2,638 gp","Algorithm","True"
"Trident of Agonizing Paralysis","CoA","M|XPHB","Very Rare","open","13555.44","13,555 gp","Algorithm","True"
"Trident of Certain Death","EGW","M|XPHB","Rare","No","4005.89","4,005 gp","Algorithm","True"
"Trident of Fish Command","XDMG","M|XPHB","Uncommon","open","400.34","400 gp","Amalgamated (MSRP,DMPG)","True"
"Trident of the Sun And Moon","ObojimaTallGrass","M","Rare","open","3483.16","3,483 gp","Algorithm","True"
"Trident of Throne's Command","BMT","M|XPHB","Very Rare","open","15750.0","15,750 gp","Algorithm","True"
"Trident of Warning","XDMG","M|XPHB","Uncommon","open","675.0","675 gp","Algorithm","True"
"Trollblood Potion","MonstersOfDrakkenheim","P|XPHB","Rare","No","2092.98","2,092 gp","Algorithm","False"
"True Name Battleaxe","IllriggerRevised","M|XPHB","Uncommon","class","603.03","603 gp","Algorithm","True"
"True Name Blowgun","IllriggerRevised","R|XPHB","Uncommon","class","588.44","588 gp","Algorithm","True"
"True Name Club","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Dagger","IllriggerRevised","M|XPHB","Uncommon","class","565.94","565 gp","Algorithm","True"
"True Name Dart","IllriggerRevised","R|XPHB","Uncommon","class","551.35","551 gp","Algorithm","True"
"True Name Double-Bladed Scimitar","IllriggerRevised","M","Uncommon","class","607.29","607 gp","Algorithm","True"
"True Name Flail","IllriggerRevised","M|XPHB","Uncommon","class","595.73","595 gp","Algorithm","True"
"True Name Glaive","IllriggerRevised","M|XPHB","Uncommon","class","607.29","607 gp","Algorithm","True"
"True Name Greataxe","IllriggerRevised","M|XPHB","Uncommon","class","631.42","631 gp","Algorithm","True"
"True Name Greatclub","IllriggerRevised","M|XPHB","Uncommon","class","612.67","612 gp","Algorithm","True"
"True Name Greatsword","IllriggerRevised","M|XPHB","Uncommon","class","629.79","629 gp","Algorithm","True"
"True Name Halberd","IllriggerRevised","M|XPHB","Uncommon","class","607.29","607 gp","Algorithm","True"
"True Name Hand Crossbow","IllriggerRevised","R|XPHB","Uncommon","class","577.5","577 gp","Algorithm","True"
"True Name Handaxe","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Heavy Crossbow","IllriggerRevised","R|XPHB","Uncommon","class","618.85","618 gp","Algorithm","True"
"True Name Hooked Shortspear","IllriggerRevised","M","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Hoopak","IllriggerRevised","M","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Javelin","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Lance","IllriggerRevised","M|XPHB","Uncommon","class","607.29","607 gp","Algorithm","True"
"True Name Light Crossbow","IllriggerRevised","R|XPHB","Uncommon","class","605.38","605 gp","Algorithm","True"
"True Name Light Hammer","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Light Repeating Crossbow","IllriggerRevised","R","Uncommon","class","605.38","605 gp","Algorithm","True"
"True Name Longbow","IllriggerRevised","R|XPHB","Uncommon","class","595.73","595 gp","Algorithm","True"
"True Name Longsword","IllriggerRevised","M|XPHB","Uncommon","class","600.0","600 gp","Algorithm","True"
"True Name Mace","IllriggerRevised","M|XPHB","Uncommon","class","580.53","580 gp","Algorithm","True"
"True Name Maul","IllriggerRevised","M|XPHB","Uncommon","class","635.17","635 gp","Algorithm","True"
"True Name Morningstar","IllriggerRevised","M|XPHB","Uncommon","class","603.03","603 gp","Algorithm","True"
"True Name Pike","IllriggerRevised","M|XPHB","Uncommon","class","618.85","618 gp","Algorithm","True"
"True Name Quarterstaff","IllriggerRevised","M|XPHB","Uncommon","class","580.53","580 gp","Algorithm","True"
"True Name Rapier","IllriggerRevised","M|XPHB","Uncommon","class","595.73","595 gp","Algorithm","True"
"True Name Scimitar","IllriggerRevised","M|XPHB","Uncommon","class","577.5","577 gp","Algorithm","True"
"True Name Shortbow","IllriggerRevised","R|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Shortsword","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Sickle","IllriggerRevised","M|XPHB","Uncommon","class","573.23","573 gp","Algorithm","True"
"True Name Sling","IllriggerRevised","R|XPHB","Uncommon","class","577.5","577 gp","Algorithm","True"
"True Name Spear","IllriggerRevised","M|XPHB","Uncommon","class","577.5","577 gp","Algorithm","True"
"True Name Trident","IllriggerRevised","M|XPHB","Uncommon","class","603.03","603 gp","Algorithm","True"
"True Name War Pick","IllriggerRevised","M|XPHB","Uncommon","class","595.73","595 gp","Algorithm","True"
"True Name Warhammer","IllriggerRevised","M|XPHB","Uncommon","class","605.38","605 gp","Algorithm","True"
"True Name Whip","IllriggerRevised","M|XPHB","Uncommon","class","577.5","577 gp","Algorithm","True"
"True Name Yklwa","IllriggerRevised","M","Uncommon","class","600.0","600 gp","Algorithm","True"
"Two-Birds Sling","MOT","R","Rare","No","3391.99","3,391 gp","Single source (DMPG)","True"
"Umbral Spiked Armor","BookOfEbonTides","MA","Rare","No","4400.0","4,400 gp","Algorithm","True"
"Umbrella Armblade","ERLW","M","Common","class","80.0","80 gp","Algorithm","True"
"Umbrella of Certain Death","EGW","M","Rare","No","3875.32","3,875 gp","Algorithm","True"
"Umbrella of Warning","XDMG","M","Uncommon","open","652.97","652 gp","Algorithm","True"
"Unbreakable Arrow","XGE","A","Common","No","27.15","27 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Uncommon Glamerweave","ERLW","","Uncommon","No","347.9","347 gp","Amalgamated (MSRP,DMPG)","True"
"Universal Solvent","XDMG","","Legendary","No","13104.86","13,104 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Uul'kur (Dream Key)","ExploringEberron24","","Common","No","114.09","114 gp","Algorithm","False"
"Vadalis Band","ExploringEberron24","RG|XDMG","Uncommon","No","1463.22","1,463 gp","Algorithm","False"
"Vampire Blood Potion","MonstersOfDrakkenheim","P|XPHB","Very Rare","No","7540.82","7,540 gp","Algorithm","False"
"Vanrak's Mithral Shirt","WDMM","MA","Uncommon","No","1250.0","1,250 gp","Algorithm","False"
"Vaulter's Axe of Certain Death","EGW","M","Rare","No","4064.18","4,064 gp","Algorithm","True"
"Vaulter's Axe of Throne's Command","BMT","M","Very Rare","open","16038.27","16,038 gp","Algorithm","True"
"Vaulter's Axe of Warning","XDMG","M","Uncommon","open","684.84","684 gp","Algorithm","True"
"Ventilating Lungs","ERLW","","Rare","open","1623.0","1,622 gp","Amalgamated (MSRP,DMPG)","True"
"Verax Double-Bladed Scimitar","GriffonsSaddlebag2","M","Rare","No","795.52","795 gp","Algorithm","True"
"Verax Hooked Shortspear","GriffonsSaddlebag2","M","Rare","No","686.77","686 gp","Algorithm","True"
"Verax Hoopak","GriffonsSaddlebag2","M","Rare","No","686.77","686 gp","Algorithm","True"
"Verax Yklwa","GriffonsSaddlebag2","M","Rare","No","761.21","761 gp","Algorithm","True"
"Verminshroud (Awakened)","EGW","","Legendary","open","39995.05","39,995 gp","Algorithm","False"
"Verminshroud (Dormant)","EGW","","Legendary","open","39900.55","39,900 gp","Algorithm","False"
"Verminshroud (Exalted)","EGW","","Legendary","open","62551.17","62,551 gp","Algorithm","False"
"Vertebrae Sword Armblade","ERLW","M","Common","class","83.68","83 gp","Algorithm","True"
"Vertebrae Sword of Certain Death","EGW","M","Rare","No","3944.75","3,944 gp","Algorithm","True"
"Vertebrae Sword of Throne's Command","BMT","M","Very Rare","open","15447.65","15,447 gp","Algorithm","True"
"Vertebrae Sword of Warning","XDMG","M","Uncommon","open","664.68","664 gp","Algorithm","True"
"Veteran's Cane","XDMG","","Common","No","81.86","81 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Arbalest","AI","R|XPHB","Unknown Magic","No","757.06","757 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Assault Rifle","AI","R|XPHB","Unknown Magic","No","748.67","748 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Axe","AI","M","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Battle Axe","AI","M","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Battleaxe","AI","M|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Bellow Flute","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Blackpowder Pistol","AI","R|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Blackpowder Rifle","AI","R|XPHB","Unknown Magic","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Blowgun","AI","R|XPHB","Unknown Magic","No","714.99","714 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Blunderbuss","AI","R|XPHB","Unknown Magic","No","754.76","754 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Blunderbuss, Hand","AI","R|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Boat Oar","AI","M","Unknown Magic","No","731.61","731 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Boomerang","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Brass Knuckles","AI","M|XPHB","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Butterfly Staff","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Candlemaker's Club","AI","M","Unknown Magic","No","751.52","751 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Cannon","AI","R|XPHB","Unknown Magic","No","794.53","794 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Catchpole","AI","M|XPHB","Unknown Magic","No","709.73","709 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Cavalry Flail","AI","M|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Cavalry Hammer","AI","M|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Cavalry Pick","AI","M|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Chakram","AI","M|XPHB","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Claymore","AI","M|XPHB","Unknown Magic","No","748.67","748 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Club","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Composite Longbow","AI","R|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Composite Shortbow","AI","R|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Dagger","AI","M|XPHB","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Dandelion Spear","AI","M","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Dart","AI","R|XPHB","Unknown Magic","No","685.78","685 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Double Blade","AI","M|XPHB","Unknown Magic","No","709.73","709 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Double Spear","AI","M|XPHB","Unknown Magic","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Double-Barrel Shotgun","AI","R|XPHB","Unknown Magic","No","749.73","749 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Double-Bladed Scimitar","AI","M","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Dragon Pistol","AI","R|XPHB","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Dragon Rifle","AI","R|XPHB","Unknown Magic","No","744.19","744 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Drive Shaft","AI","M","Unknown Magic","No","775.18","775 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Elite Rapier","AI","M|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Fan","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Field Spear","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Fighting Chain","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Fighting Chain, Brutal","AI","M|XPHB","Unknown Magic","No","711.18","711 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Fighting Chain, Hook","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Fighting Chain, Sickle","AI","M|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Flail","AI","M|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Flame Bellows","AI","R|XPHB","Unknown Magic","No","752.28","752 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Flare Gun","AI","R|XPHB","Unknown Magic","No","733.11","733 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Frying Pan","AI","M","Unknown Magic","No","711.18","711 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Gatling Gun","AI","R|XPHB","Unknown Magic","No","771.71","771 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Gladiator Net","AI","M|XPHB","Unknown Magic","No","709.73","709 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Glaive","AI","M|XPHB","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Greataxe","AI","M|XPHB","Unknown Magic","No","748.67","748 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Greatclub","AI","M|XPHB","Unknown Magic","No","733.39","733 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Greatsword","AI","M|XPHB","Unknown Magic","No","747.43","747 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Guardian Poleaxe","AI","M|XPHB","Unknown Magic","No","732.55","732 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Halberd","AI","M|XPHB","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Hammer","AI","M","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Hand Claws","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Hand Crossbow","AI","R|XPHB","Unknown Magic","No","705.64","705 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Handaxe","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Handgun","AI","R|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Heavy Crossbow","AI","R|XPHB","Unknown Magic","No","738.09","738 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Heavy Hammer","AI","M","Unknown Magic","No","726.07","726 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Hooked Shortspear","AI","M","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Hoopak","AI","M","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Iron Tea Kettle","AI","M","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Javelin","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Knightly Lance","AI","M|XPHB","Unknown Magic","No","747.43","747 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Knightly Sword","AI","M|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Lance","AI","M|XPHB","Unknown Magic","No","729.31","729 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Light Crossbow","AI","R|XPHB","Unknown Magic","No","727.85","727 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Light Hammer","AI","M|XPHB","Unknown Magic","No","702.4","702 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Light Repeating Crossbow","AI","R","Unknown Magic","No","727.85","727 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Lom Lom Dagger","AI","M","Unknown Magic","No","696.86","696 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Long Sword","AI","M","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Longbow","AI","R|XPHB","Unknown Magic","No","720.53","720 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Longsword","AI","M|XPHB","Unknown Magic","No","723.77","723 gp","Amalgamated (DSA,MSRP,DMPG)","True"
"Vicious +1 Mace","AI","M|XPHB","Unknown Magic","No","707.94","707 gp","Amalgamated (DSA,MSRP,DMPG)","True"
